,F1,Acc,precision,Auc
test tissue 0,93.33333333333333,92.85714285714286,87.5,0.9846938775510204
test tissue 1,73.47740667976424,71.63865546218487,69.00369003690038,0.8361344537815126
test tissue 2,88.8888888888889,90.00000000000001,100.0,0.93125
test tissue 3,77.41935483870968,80.55555555555556,92.3076923076923,0.8796296296296297
test tissue 4,60.55045871559632,62.280701754385944,63.46153846153846,0.706140350877193
test tissue 5,78.50467289719626,80.83333333333333,89.36170212765956,0.925
test tissue 6,68.24817518248175,73.06501547987614,83.1111111111111,0.9380804953560371
test tissue 7,22.22222222222222,56.25000000000002,100.0,0.9177631578947368
test mean,70.33056409477409,75.93505055530983,85.59321675561273,0.8898364956362662
test std,20.66067460636965,11.885710012747804,12.496082998659684,0.08045900996221488
