,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5022,0.0,50.0,0.0,0.4301
split 1,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.4725
split 2,0.0,50.0,0.0,0.4815,0.0,50.0,0.0,0.5118
split 3,0.0,50.0,0.0,0.4816,0.0,50.0,0.0,0.5072
split 4,0.0,50.0,0.0,0.4872,0.0,50.0,0.0,0.491
split 5,0.0,50.0,0.0,0.4816,0.0,50.0,0.0,0.5306
mean,0.0,50.0,0.0,0.4876,0.0,50.0,0.0,0.4905
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0324
test mean,0.0,49.99999999999999,0.0,0.4843720464958768,0.0,49.999999999999986,0.0,0.5535602390102621
test std,0.0,1.7251323318614707e-14,0.0,0.05597757515366954,0.0,2.6939785314722367e-14,0.0,0.06864845037467764
