,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5848,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5253
split 1,16.92,50.04,0.71,0.0,33.45,44.46,33.37,100.0,0.0,0.583,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5272
split 2,18.6,50.29,5.52,0.0,34.08,30.73,33.67,58.51,0.0,0.5821,16.63,49.88,0.0,0.0,33.16,11.1,33.29,0.0,0.0,0.5396
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5768,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5683
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5885,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5093
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5823,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5302
mean,17.03,50.06,1.04,0.0,33.48,19.94,33.4,26.42,0.0,0.5829,16.66,49.98,0.0,0.0,33.3,11.11,33.33,0.0,0.0,0.5333
std,0.71,0.11,2.02,0.0,0.27,13.1,0.12,39.23,0.0,0.0035,0.01,0.04,0.0,0.0,0.07,0.01,0.02,0.0,0.0,0.018000000000000002
test mean,16.66666666666667,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111116,33.33333333333335,0.0,0.0,0.580158545183755,16.666666666666668,49.99999999999999,0.0,0.0,33.333333333333336,11.11111111111111,33.33333333333333,0.0,0.0,0.5180062890803501
test std,1.1612652401487843e-14,3.280506593045511e-14,0.0,0.0,8.150484158540001e-15,1.049325377425175e-14,3.101470742131054e-14,0.0,0.0,0.05127232196661169,1.1443378446363118e-14,3.246410586132432e-14,0.0,0.0,6.153480596427404e-15,1.0068198762484779e-14,2.9724135207732e-14,0.0,0.0,0.04136064646631588
