,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.73,50.54,4.64,25.0,36.46,48.21,35.31,68.97,40.34,0.5816,19.25,48.84,0.0,8.9,32.62,19.47,33.19,0.0,25.21,0.4883
split 1,25.47,50.19,12.37,13.85,35.87,44.67,34.46,57.85,41.7,0.5659,26.55,46.64,24.24,8.76,34.15,44.89,33.06,34.77,66.84,0.5694
split 2,28.3,50.22,2.41,32.27,36.97,58.13,36.25,100.0,38.13,0.5701,26.03,46.25,2.69,29.15,34.0,37.92,33.19,44.3,36.28,0.534
split 3,19.37,50.49,2.68,4.92,34.38,53.66,33.86,78.65,48.47,0.5719,17.56,49.93,0.0,2.75,33.32,20.11,33.44,0.0,26.89,0.5196
split 4,24.1,50.39,4.16,17.75,35.61,52.83,34.49,81.36,42.65,0.5643,24.52,51.31,0.0,22.26,35.69,23.7,35.75,0.0,35.35,0.5858
split 5,21.84,51.02,2.47,12.03,35.24,51.99,34.55,78.58,42.83,0.5701,17.48,50.3,0.0,2.12,33.7,26.28,33.6,0.0,45.24,0.5078
mean,24.3,50.47,4.79,17.64,35.75,51.58,34.82,77.57,42.35,0.5706,21.9,48.88,4.49,12.32,33.91,28.73,33.7,13.18,39.3,0.5341
std,2.99,0.27,3.5,8.9,0.83,4.24,0.76,12.8,3.16,0.0056,3.89,1.87,8.89,10.02,0.94,9.46,0.93,18.84,13.97,0.034
test mean,21.584543542978555,50.57873105056961,1.8154498487125128,12.35944972965352,35.181158687490075,24.790032446282453,34.549614236917385,4.290300612900087,35.5301824890299,0.5725850870300445,22.316903955285817,48.425062492969246,0.0,18.525649372888203,34.44329741632655,19.452765908268752,33.792156044098945,0.0,24.566141680707315,0.5523330107137024
test std,4.636916812953289,1.2384625729870968,7.702301393572258,12.684788828136861,2.2422494680679423,11.692532563617586,1.5322444704163354,18.20220394026272,34.22548920676953,0.05221446992691658,4.627961915408441,2.253168271154156,0.0,15.568892383965943,1.2380972332449613,6.537267340359722,0.6848564928455636,0.0,19.18601540986763,0.04080344733258695
