,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5265,0.0,50.0,0.0,0.4991
split 1,2.69,50.63,92.28,0.5145,7.14,50.89,65.51,0.5298
split 2,4.16,50.82,81.21,0.5393,0.0,50.0,0.0,0.4447
split 3,0.0,50.0,0.0,0.5534,0.0,50.0,0.0,0.4578
split 4,3.61,50.71,80.91,0.5204,0.0,50.0,0.0,0.5183
split 5,3.15,50.64,82.86,0.518,4.31,50.7,73.05,0.5242
mean,2.27,50.46,56.21,0.5287,1.91,50.27,23.09,0.4957
std,1.66,0.33,39.93,0.0136,2.82,0.38,32.73,0.033
test mean,3.6286645238599426,50.78785770396892,28.861202454850794,0.529051633084096,0.9113001215066829,49.895833333333336,8.720930232558139,0.4874392112455774
test std,5.553496326700051,1.522144040763592,43.029636793051,0.06778701088530223,2.411073491249627,0.7745127813585985,23.073412596493522,0.07529633000801955
