Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
5760,0,34.3313,32.9099,0.456771,2.78133
5696,0,28.802,-7.97718,-42.6556,-2.08664
5824,0,40.4512,-8.70177,20.143,5.14122
5568,0,39.6115,41.5858,17.0801,-1.13824
5664,0,34.8923,19.8036,-25.5895,3.04381
5536,1,36.5195,-36.0394,36.2773,-2.43518
5728,1,29.9619,-45.3956,-1.39109,-4.03063
5600,1,29.5698,-43.9657,-7.82585,-4.01606
5648,0,31.064,32.8102,7.27234,2.84498
5776,0,23.4308,15.5946,-1.30917,6.5767
5520,0,45.8123,24.2355,39.1002,-2.56145
5712,0,36.2994,42.6708,23.4497,-2.98911
5840,0,24.6963,26.6532,28.4504,1.01493
5584,1,7.68884,-6.09481,51.2149,-5.07365
5808,0,46.9177,-14.0511,-5.15098,6.43399
5744,1,16.4795,-34.8266,-28.5244,-5.37858
5616,1,39.2802,48.182,-17.2308,-4.51343
5768,0,35.4951,35.715,18.9665,0.571964
5512,1,17.0339,1.87747,48.5064,-4.95631
5704,0,26.1789,-5.93309,30.3231,2.92012
5832,0,23.5283,25.6174,-35.6917,-1.07895
5576,0,38.7219,24.1566,23.5053,2.71645
5672,0,19.9569,-19.7943,32.8114,0.291168
5800,1,48.0636,40.9129,-31.8136,-4.32139
5544,1,50.3569,-31.4339,50.0933,-0.69305
5736,1,33.4187,-43.3783,3.86195,-2.65727
5864,0,48.7974,24.1832,-14.8375,3.92446
5608,1,4.41408,-42.0184,15.1711,-4.96427
5656,0,30.7363,1.74943,18.055,6.41576
5784,0,45.4327,38.2885,5.13615,1.10998
5848,0,41.5909,-1.55891,-15.7728,6.23678
5816,0,40.5446,20.4345,29.6688,1.987
5560,0,38.7014,17.0658,-21.1057,4.40023
5624,0,50.7583,46.2085,12.3497,-2.38491
5636,0,19.9118,-30.8797,23.2422,-0.825105
5764,0,43.3133,14.1885,5.32324,6.26767
5508,0,28.6643,2.32665,40.5374,-0.512006
5700,1,17.6358,5.74188,-51.1361,-4.88836
5828,1,31.9055,44.9189,-24.9263,-4.43195
5572,0,54.508,-9.13629,-29.6857,2.91408
5668,0,40.3369,-18.2462,-10.5233,5.56962
5796,1,39.5824,50.5226,-0.592203,-4.08028
5732,1,10.8731,-43.0627,40.0578,-5.24267
5860,0,27.1913,31.4177,-11.4036,2.77514
5604,1,10.1098,-40.9461,-16.7841,-4.87032
5652,0,37.1329,37.3093,-9.34139,1.20524
5780,1,43.8956,16.2078,43.5706,-3.38333
5524,0,30.8698,46.0199,-11.5881,-2.53026
5844,0,39.5077,-1.33337,21.4501,5.74004
5588,0,34.9255,28.5203,-17.966,2.54319
5684,0,33.794,-14.0584,22.6804,3.88919
5812,0,23.9334,20.06,16.8859,4.7061
5556,0,29.32,38.3643,-14.7573,0.228525
5492,0,32.4025,-38.3999,3.31027,0.573525
5644,0,25.0616,-25.7553,-7.90331,4.78585
5772,0,30.0076,-29.3994,13.6328,2.16763
5516,1,8.65108,38.7133,33.9119,-5.07673
5836,0,43.4188,-4.45994,-36.042,1.56638
5580,0,34.2947,-3.74736,-40.2021,-0.122095
5804,0,41.062,40.5953,-20.2907,-1.66045
5740,1,12.1328,-40.6297,34.3671,-4.93475
5612,0,40.1855,-40.2953,-1.4463,0.0171305
5660,0,35.8581,-25.1249,21.7909,1.44091
5788,0,33.4895,-20.6053,-17.7255,4.20854
5532,0,23.9318,11.5138,-5.5631,6.94327
5724,0,54.5637,0.207023,-32.605,2.68268
5596,0,35.1909,-1.06902,45.2913,-2.81859
5692,0,54.8245,24.7336,-39.8171,-2.59175
5820,1,29.152,-9.79085,48.5491,-3.1168
5564,0,43.4731,-18.4729,2.15833,5.9983
5756,0,30.7257,31.1336,-23.1937,0.863788
5628,0,42.3818,-34.5672,-4.90265,2.41888
5762,0,22.5039,-29.1394,-4.70631,4.17632
5826,0,26.9147,7.56413,-8.64332,6.91613
5794,0,33.2003,2.03205,33.1432,2.57759
5602,0,26.2295,2.43806,-42.3954,-0.774691
5650,0,40.9048,7.78807,-33.5093,2.23176
5778,0,42.037,16.2829,11.0734,5.76371
5842,0,44.5417,4.30333,-28.0747,3.89834
5682,0,24.1829,-13.9758,7.89507,6.35997
5810,0,27.0361,-13.4962,2.60839,6.62002
5554,0,19.33,-26.9574,26.603,-0.209491
5746,1,30.6634,-37.277,31.3291,-3.79588
5618,1,23.7264,-37.1328,27.2482,-4.02735
5642,0,54.0135,17.6084,-42.7002,-2.39101
5770,0,28.4565,11.8498,42.1833,-1.80888
5706,0,35.1869,-1.88272,-22.8685,4.98956
5834,0,38.7642,42.6728,-5.79406,-0.556303
5674,0,46.2259,-18.5802,-34.6407,-0.826664
5802,1,44.3651,-17.1071,-41.2134,-3.69916
5546,1,18.8597,14.1335,-49.0563,-4.70675
5786,1,29.4763,-23.4663,56.7856,-3.54209
5530,1,18.9679,-40.0732,18.2709,-4.45745
5850,0,42.6434,2.59243,8.64828,6.9159
5594,0,33.1103,35.2047,-4.33134,2.07583
5690,0,44.1221,20.7863,35.7282,-0.233765
5818,1,18.1309,24.5916,-44.3347,-4.89498
5754,0,40.1462,11.3206,26.559,4.17569
5498,0,32.7975,14.0055,16.6472,5.56807
5626,0,38.0984,-31.6142,-15.4335,1.80353
5766,0,36.1074,12.0075,20.2119,5.35836
5510,0,41.9777,-11.6879,-38.0845,-0.520419
5702,1,36.5913,-5.62301,-48.4,-4.52334
5830,0,35.4525,6.98959,-3.07514,7.07598
5574,0,28.0454,23.6606,-1.8467,5.07903
5670,0,24.7192,-19.9743,18.1103,3.75136
5542,1,31.6994,50.1371,-9.52707,-4.59256
5862,0,30.5809,27.1425,-4.80442,4.19247
5782,0,44.3813,40.4285,-0.443922,0.429903
5846,0,34.2053,-0.7582,35.5152,1.59339
5814,0,26.1547,19.3745,21.2449,4.13548
5558,1,33.9104,47.9794,22.4693,-5.02865
5750,1,53.6124,-38.0234,52.9648,-3.38672
5622,0,31.5281,-36.2789,-11.4166,0.911633
5646,0,24.7179,-22.9014,5.15999,5.26572
5774,1,19.3981,36.9932,-36.4638,-4.37604
5710,0,33.2247,4.67372,-38.8951,0.778516
5838,0,41.1011,-4.33829,-3.47286,7.26065
5678,1,25.7116,-18.4063,41.0415,-0.704431
5806,0,41.0426,-14.4987,-31.4381,1.59726
5550,1,40.5209,-26.9025,53.2181,-1.15133
5742,1,47.8783,-42.1865,47.2194,-4.0189
5614,0,40.4593,4.39683,29.2858,3.86665
5790,0,28.0566,18.9795,-0.435512,6.07072
5534,0,23.2711,-35.9791,6.45254,1.3105
5726,0,32.101,2.40285,-20.6366,5.56287
5694,1,16.9005,-10.89,52.4122,-4.44153
5822,0,47.7579,-8.59377,-20.5383,5.15117
5566,1,14.5886,19.9623,44.2728,-4.68004
5758,1,20.5409,-31.8027,31.3282,-1.8804
5502,1,41.4514,-24.5323,47.2391,-0.0108548
5630,0,29.757,-31.7213,18.6863,-0.0467062
5633,1,9.51859,-30.1102,-32.4079,-4.99891
5761,0,33.2423,-30.2519,-10.0177,3.43893
5825,0,23.9823,-8.84345,26.2337,3.73306
5569,0,40.488,-11.2342,37.3086,-0.148914
5665,0,54.1912,37.9619,12.0359,0.7731
5793,1,34.3796,-19.845,36.0475,-0.169226
5537,0,36.845,35.6036,-21.1894,-0.0784561
5729,0,40.3868,30.6462,18.1407,2.16646
5601,0,13.2686,3.83032,-0.519102,7.19012
5649,1,24.1617,-24.0427,39.0049,0.030346
5777,0,33.2995,-25.8343,17.3164,2.38727
5713,0,28.6284,31.0493,11.878,2.9271
5841,0,38.2647,27.6043,32.6585,-0.541583
5809,0,42.1708,9.47344,-20.0158,5.44031
5745,0,37.9398,11.9634,-11.7973,6.35765
5617,0,28.2609,-38.5939,9.83765,-0.980464
5641,0,32.9758,-26.1556,-16.7805,3.17016
5513,1,39.106,40.7179,29.2269,-4.18329
5705,0,46.6699,6.95695,-46.5685,-2.9083
5833,0,40.1257,-5.4934,14.7949,6.43557
5673,0,30.2761,17.0127,25.9091,3.60684
5545,0,32.5541,14.3007,37.9824,-0.0106855
5737,0,43.943,6.05152,14.9478,6.36043
5609,1,19.8867,-38.4536,-21.6945,-4.78553
5785,0,41.6989,19.0715,-35.529,0.184795
5529,0,43.4118,12.1996,-36.9231,0.685145
5721,0,47.2204,30.9163,25.4827,0.534798
5849,0,43.8866,0.951715,-9.17629,6.9359
5593,0,22.8016,0.825615,-4.45228,7.19933
5689,1,24.0715,51.0787,14.8379,-4.94164
5817,0,26.7346,33.3877,-15.44,1.69782
5753,0,24.4204,-33.2586,2.49744,2.99957
5497,0,43.1119,-29.8845,-21.6043,0.257948
5625,1,12.5785,10.3764,-50.7991,-5.09221
5765,0,26.4313,-29.4967,8.50918,3.30019
5509,1,36.9371,-11.9262,-45.1173,-4.36772
5701,0,35.2613,-9.52515,-8.68144,6.76226
5829,0,32.6316,7.683,38.7862,0.155022
5797,0,31.6327,-17.5723,9.81617,5.66616
5541,0,23.6296,12.2017,0.243697,6.73135
5733,1,42.1078,49.6039,7.39305,-3.55489
5861,0,25.8459,30.1727,-7.38384,3.38464
5605,1,25.1039,9.03472,46.7202,-4.47709
5653,0,44.2796,-24.3356,-24.0141,1.3075
5781,0,28.893,-23.3902,-12.6573,4.69101
5525,1,19.6527,30.0493,-41.306,-4.72992
5845,0,31.2834,7.07515,3.556,6.791
5589,0,21.8405,-2.53688,39.1396,0.0648016
5685,0,22.5219,21.3198,12.7147,5.01638
5813,1,38.3688,-13.5955,42.1983,-1.3582
5493,1,39.1885,34.2149,32.982,-2.78742
5621,0,33.9835,-34.4799,-24.4873,-3.35481
5645,0,34.775,-25.0159,-0.834006,5.01076
5773,1,25.8531,-27.7314,40.5932,0.32168
5709,0,42.8707,25.6817,16.2997,3.64234
5837,0,45.4481,-5.56944,-12.5899,6.55132
5581,0,34.3614,-4.54298,-26.8677,3.98903
5677,0,29.2489,7.45568,-24.7831,4.63779
5549,0,38.4531,15.7141,-30.8801,2.20871
5741,0,29.6951,7.29563,22.2802,5.50748
5613,0,36.0015,10.3028,-42.45,-1.18479
5661,1,26.1559,-21.24,44.2639,-0.356425
5789,0,43.7468,17.7841,-7.02734,6.03255
5533,0,38.5442,-35.9919,-18.0953,-1.286
5725,0,39.6341,27.0678,7.95131,4.15625
5693,0,42.1535,23.4106,-30.9665,0.813936
5565,1,27.5893,16.41,-46.7344,-3.94109
5757,0,46.7468,32.3751,-33.3815,-2.03886
5501,0,50.7169,15.5609,-15.8112,5.40202
5629,0,23.7737,-33.2268,10.0709,1.65472
5635,0,34.5935,-30.1111,-27.9742,-2.64922
5763,0,27.4214,-30.1439,1.01485,3.87715
5699,0,41.4867,5.43485,-15.0595,6.30283
5827,0,36.7423,-7.72446,34.4716,1.22863
5571,0,33.7211,24.271,-21.7635,2.91821
5795,0,24.2793,45.8895,18.7604,-3.14483
5731,1,11.2471,-45.2064,5.67651,-4.99259
5603,0,32.3152,44.3533,5.74632,-1.03376
5651,0,24.5515,-22.4237,-37.9902,-3.97507
5779,0,36.4171,14.6279,32.34,2.03084
5523,0,19.514,44.7468,-18.8223,-3.01155
5715,0,34.1622,-1.75779,-45.4082,-2.58119
5843,0,34.2572,-1.67424,11.7571,6.99881
5683,0,23.5548,22.3377,8.13085,5.12066
5811,0,33.3381,-16.1178,31.1373,1.18059
5555,1,23.7039,-26.2822,30.8497,-0.584141
5747,1,40.8341,31.8523,37.6342,-3.97352
5491,1,20.5889,33.0245,-38.322,-3.97427
5619,1,34.9729,-33.6983,57.2946,-3.85487
5643,1,19.2527,-26.8915,34.6606,-0.533703
5771,0,26.2251,-26.4999,5.67292,4.42851
5707,1,12.4599,52.4849,3.87983,-5.06324
5835,0,30.4591,-7.94607,44.2357,-2.17159
5579,0,39.3853,-8.92496,-0.627991,7.03181
5675,0,40.428,-17.5365,-24.4561,3.08337
5611,0,33.1355,-40.3248,-6.1879,-0.346486
5659,0,40.9323,-22.8898,11.7242,4.26468
5787,0,26.4515,-20.5924,-28.4371,1.05972
5531,0,36.1842,5.48593,44.5744,-2.80906
5723,0,27.323,28.5967,1.42238,3.97
5691,0,30.3991,-11.8702,-13.9514,6.09107
5819,0,27.9385,-12.6695,28.9911,2.39099
5563,0,25.0344,-15.2224,-16.2418,5.42842
5755,1,35.4875,-36.4849,45.8288,-1.07822
5499,0,37.9813,32.7403,-28.4498,-0.863392
5639,1,24.6197,-28.9259,58.355,-3.98731
5767,1,21.3636,-30.7619,36.1898,-0.922212
5511,0,39.532,-12.1821,15.1681,5.6201
