plant,time point,cell,area
p3 FM6 flower 2,2,19698,34.949
p3 FM6 flower 2,2,19699,40.1177
p3 FM6 flower 2,2,19700,45.3138
p3 FM6 flower 2,2,19721,51.9972
p3 FM6 flower 2,2,19917,42.5043
p3 FM6 flower 2,2,19925,56.7294
p3 FM6 flower 2,2,19926,57.1344
p3 FM6 flower 2,2,19936,53.1963
p3 FM6 flower 2,2,19942,39.5817
p3 FM6 flower 2,2,19943,37.2451
p3 FM6 flower 2,2,19958,53.9484
p3 FM6 flower 2,2,19959,35.8567
p3 FM6 flower 2,2,19960,24.4902
p3 FM6 flower 2,2,19966,38.8701
p3 FM6 flower 2,2,19976,33.452
p3 FM6 flower 3,1,20395,66.4209
p3 FM6 flower 3,1,20396,50.4833
p3 FM6 flower 3,1,20415,36.0335
p3 FM6 flower 3,1,20417,55.1716
p3 FM6 flower 3,1,20418,34.5438
p3 FM6 flower 3,1,20423,47.4791
p3 FM6 flower 3,1,20445,54.2968
p3 FM6 flower 3,1,20446,21.4984
p3 FM6 flower 3,1,20471,48.8329
p3 FM6 flower 3,1,20477,29.3667
p3 FM6 flower 3,1,20542,41.6681
p3 FM6 flower 3,1,20554,45.2355
p3 FM6 flower 3,1,20555,30.253
p3 FM6 flower 3,1,20556,32.5949
p3 FM6 flower 3,1,20568,34.0375
p3 FM6 flower 3,1,20569,40.6879
p3 FM6 flower 3,1,20571,43.9175
p3 FM6 flower 3,1,20580,44.5499
p3 FM6 flower 3,1,20581,34.7797
p3 FM6 flower 3,1,20585,40.5279
p3 FM6 flower 3,1,20586,27.4751
p3 FM6 flower 3,1,20596,51.1544
p3 FM6 flower 3,1,20599,30.1578
p3 FM6 flower 3,1,20607,49.1334
p3 FM6 flower 3,1,20608,40.9931
p3 FM6 flower 3,1,20610,31.0876
p3 FM6 flower 3,1,20611,37.4979
p3 FM6 flower 3,1,20612,57.8106
p3 FM6 flower 3,1,20620,45.4034
p3 FM6 flower 3,1,20625,74.4935
p3 FM6 flower 3,2,20652,26.5237
p3 FM6 flower 3,2,20654,39.2765
p3 FM6 flower 3,2,20715,41.7408
p3 FM6 flower 3,2,20716,31.0671
p3 FM6 flower 3,2,20717,38.8916
p3 FM6 flower 3,2,20718,29.629
p3 FM6 flower 3,2,20726,39.6727
p3 FM6 flower 3,2,20730,45.5474
p3 FM6 flower 3,2,20735,38.2261
p3 FM6 flower 3,2,20864,50.13
p3 FM6 flower 3,2,20865,35.7493
p3 FM6 flower 3,2,20875,49.4423
p3 FM6 flower 3,2,20876,37.1917
p3 FM6 flower 3,2,20877,34.504
p3 FM6 flower 3,2,20889,40.2513
p3 FM6 flower 3,2,20891,36.8495
p3 FM6 flower 3,2,20903,55.9128
p3 FM6 flower 3,2,20913,42.0583
p3 FM6 flower 3,2,20915,32.6195
p3 FM6 flower 3,2,20916,35.1185
p3 FM6 flower 3,2,20917,38.6793
p3 FM6 flower 3,2,20925,52.4528
p3 FM6 flower 3,2,20943,26.2382
p3 FM6 flower 3,2,20959,46.1427
p3 FM6 flower 3,2,20962,35.5113
p3 FM6 flower 3,2,20964,23.6002
p3 FM6 flower 3,2,20971,40.6996
p3 FM6 flower 3,2,20982,38.0812
p3 FM6 flower 3,2,20983,31.8496
p3 FM6 flower 3,2,20985,28.5664
p3 FM6 flower 3,2,20986,21.3837
p3 FM6 flower 3,2,21006,39.2038
p3 FM6 flower 3,2,21017,35.4829
p3 FM6 flower 3,2,21018,36.6209
p3 FM6 flower 3,3,21901,34.04
p3 FM6 flower 3,3,21902,30.4307
p3 FM6 flower 3,3,21939,48.4101
p3 FM6 flower 3,3,21940,45.0349
p3 FM6 flower 3,3,21942,24.2828
p3 FM6 flower 3,3,21948,33.5391
p3 FM6 flower 3,3,21949,47.8321
p3 FM6 flower 3,3,22012,57.1113
p3 FM6 flower 3,3,22019,39.0801
p3 FM6 flower 3,3,22041,41.1363
p3 FM6 flower 3,3,22107,31.9411
p3 FM6 flower 3,3,22115,38.3337
p3 FM6 flower 3,3,22121,32.1356
p3 FM6 flower 3,3,22122,30.5773
p3 FM6 flower 3,3,22208,35.8543
p3 FM6 flower 3,3,22213,29.2594
p3 FM6 flower 3,3,22229,34.4596
p3 FM6 flower 3,3,22230,40.1195
p3 FM6 flower 3,3,22235,28.4307
p3 FM6 flower 3,3,22256,27.849
p3 FM6 flower 3,3,22349,24.3675
p3 FM6 flower 3,3,22365,39.2028
p3 FM6 flower 3,3,22379,37.8724
p3 FM6 flower 3,3,22397,26.7454
p3 FM6 flower 3,3,22399,28.8636
p3 FM6 flower 3,3,22558,29.9129
p3 FM6 flower 3,3,22565,32.6206
p3 FM6 flower 3,3,22567,28.786
p3 FM6 flower 3,3,22574,38.5078
p3 FM6 flower 3,3,22577,34.9231
p3 FM6 flower 3,3,22580,37.6676
p3 FM6 flower 3,3,22587,40.0544
p3 FM6 flower 3,3,22588,28.1177
