,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.76,49.96,0.0,9.33,34.1,26.51,33.63,0.0,45.89,0.5828,17.54,50.16,0.0,2.47,33.75,44.49,33.47,0.0,100.0,0.5364
split 1,18.99,49.84,0.0,7.14,33.89,28.35,33.44,0.0,51.6,0.5774,17.34,48.53,0.0,3.48,32.46,20.59,32.53,0.0,29.26,0.5357
split 2,16.68,50.03,0.0,0.0,33.33,11.12,33.36,0.0,0.0,0.5909,16.6,49.79,0.0,0.0,33.14,11.07,33.21,0.0,0.0,0.5198
split 3,18.01,49.58,0.0,4.47,33.4,25.86,33.2,0.0,44.37,0.5807,17.22,50.1,0.0,1.56,33.6,44.47,33.42,0.0,100.0,0.5565
split 4,21.48,50.19,0.0,14.23,34.81,27.57,33.97,0.0,48.75,0.5771,17.84,47.04,0.0,6.47,31.37,18.49,31.8,0.0,23.68,0.5517
split 5,18.67,49.87,0.0,6.13,33.8,28.12,33.43,0.0,50.92,0.581,17.97,49.9,0.0,4.0,33.71,33.99,33.35,0.0,68.61,0.5511
mean,18.93,49.91,0.0,6.88,33.89,24.59,33.5,0.0,40.25,0.5816,17.42,49.25,0.0,3.0,33.0,28.85,32.96,0.0,53.59,0.5419
std,1.48,0.19,0.0,4.36,0.49,6.09,0.24,0.0,18.18,0.0046,0.45,1.13,0.0,2.03,0.86,12.95,0.61,0.0,38.5,0.0126
test mean,18.671386420677223,49.670079056569456,0.0,6.344080205462218,33.840411649203865,19.528743305931144,33.39556814113115,0.0,25.19066177666229,0.591437571724775,18.186451553051306,49.97561781331649,0.0,4.583736845837429,33.70055866623159,17.606765353580236,33.48621805177649,0.0,19.334078008964216,0.505798099572266
test std,3.4251758943302804,1.4732574190405192,0.0,10.85764047945266,1.3447944938378678,10.928311573001867,0.9469462187017695,0.0,32.65844672680571,0.042886543639983066,2.4521135787035706,0.9459623358939522,0.0,6.866198100565968,1.3313955547762963,9.346576709069241,0.6930869240824372,0.0,27.538642229299544,0.03584826774307964
