,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4883,0.0,50.0,0.0,0.5242
split 1,0.0,50.0,0.0,0.4883,0.0,50.0,0.0,0.5148
split 2,0.0,50.0,0.0,0.5025,0.0,50.0,0.0,0.4774
split 3,0.0,50.0,0.0,0.493,0.0,50.0,0.0,0.5276
split 4,0.0,50.0,0.0,0.4971,0.0,50.0,0.0,0.48
split 5,0.0,50.0,0.0,0.5103,0.0,50.0,0.0,0.5028
mean,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.5045
std,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0199
test mean,0.0,50.0,0.0,0.48415583214386204,0.0,50.0,0.0,0.4948796948442964
test std,0.0,1.5635339543114833e-14,0.0,0.07691281472549946,0.0,1.896630097780749e-14,0.0,0.05334445477157302
