,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.417952314165498
train tissue 1,0.0,50.0,0.0,0.35887611749680765
train tissue 2,0.0,50.000000000000014,0.0,0.45890909090909077
train tissue 3,0.0,50.000000000000036,0.0,0.5438775510204081
train tissue 4,0.0,50.0,0.0,0.49408284023668636
train tissue 5,0.0,50.000000000000014,0.0,0.5540540540540542
train tissue 6,0.0,50.000000000000014,0.0,0.4153846153846157
train tissue 7,0.0,50.00000000000002,0.0,0.42838196286472174
train tissue 8,0.0,49.99999999999999,0.0,0.5874999999999997
train tissue 9,0.0,50.000000000000014,0.0,0.51953125
train tissue 10,0.0,49.999999999999986,0.0,0.47504025764895325
train tissue 11,0.0,50.000000000000014,0.0,0.41189931350114406
train tissue 12,0.0,49.999999999999986,0.0,0.58147512864494
train tissue 13,0.0,50.000000000000014,0.0,0.6248803827751197
train tissue 14,0.0,50.00000000000002,0.0,0.5354767184035477
train tissue 15,0.0,49.999999999999986,0.0,0.5363300492610837
train tissue 16,0.0,50.000000000000014,0.0,0.39607843137254917
train tissue 17,0.0,50.0,0.0,0.49931693989071
train tissue 18,0.0,49.999999999999986,0.0,0.35991379310344773
train mean,0.0,50.0,0.0,0.48415583214386204
train std,0.0,1.5635339543114833e-14,0.0,0.07691281472549946
test tissue 0,0.0,49.99999999999997,0.0,0.519047619047619
test tissue 1,0.0,50.000000000000036,0.0,0.4658564814814817
test tissue 2,0.0,49.999999999999986,0.0,0.46220930232558144
test tissue 3,0.0,50.0,0.0,0.5446428571428572
test tissue 4,0.0,49.999999999999986,0.0,0.5033167495854058
test tissue 5,0.0,50.000000000000014,0.0,0.41279669762641935
test tissue 6,0.0,50.0,0.0,0.5930397727272728
test tissue 7,0.0,49.999999999999986,0.0,0.4581280788177338
test mean,0.0,50.0,0.0,0.4948796948442964
test std,0.0,1.896630097780749e-14,0.0,0.05334445477157302
