,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.479,0.0,50.0,0.0,0.465
split 1,0.0,50.0,0.0,0.4954,0.0,50.0,0.0,0.3299
split 2,0.0,50.0,0.0,0.4865,0.0,50.0,0.0,0.4665
split 3,0.0,50.0,0.0,0.5018,0.0,50.0,0.0,0.4684
split 4,0.0,50.0,0.0,0.4869,0.0,50.0,0.0,0.5215
split 5,0.0,50.0,0.0,0.4636,0.0,50.0,0.0,0.5159
mean,0.0,50.0,0.0,0.4855,0.0,50.0,0.0,0.4612
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0632
test mean,0.0,50.00000000000001,0.0,0.4919983870515605,0.0,49.99999999999999,0.0,0.5134548666083261
test std,0.0,1.7096599804694812e-14,0.0,0.09420054440902376,0.0,1.7222418539888655e-14,0.0,0.05599715127973769
