,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.4868578255675034
train tissue 1,0.0,50.000000000000014,0.0,0.5512265512265517
train tissue 2,0.0,50.0,0.0,0.4195270785659799
train tissue 3,0.0,50.00000000000002,0.0,0.5112244897959184
train tissue 4,0.0,50.000000000000036,0.0,0.4236686390532547
train tissue 5,0.0,50.0,0.0,0.7833333333333331
train tissue 6,0.0,49.99999999999998,0.0,0.4724999999999999
train tissue 7,0.0,50.0,0.0,0.46256847230675613
train tissue 8,0.0,49.99999999999999,0.0,0.43749999999999967
train tissue 9,0.0,49.99999999999997,0.0,0.5648148148148143
train tissue 10,0.0,50.000000000000014,0.0,0.5388429752066118
train tissue 11,0.0,50.000000000000014,0.0,0.41672240802675564
train tissue 12,0.0,50.0,0.0,0.4934640522875816
train tissue 13,0.0,50.000000000000014,0.0,0.47740835464620657
train tissue 14,0.0,49.999999999999986,0.0,0.3086419753086419
train tissue 15,0.0,50.000000000000014,0.0,0.4160256410256412
train tissue 16,0.0,50.000000000000014,0.0,0.602203182374541
train tissue 17,0.0,50.000000000000036,0.0,0.5102857142857145
train tissue 18,0.0,49.999999999999986,0.0,0.47115384615384565
train mean,0.0,50.00000000000001,0.0,0.4919983870515605
train std,0.0,1.7096599804694812e-14,0.0,0.09420054440902376
test tissue 0,0.0,50.0,0.0,0.5048309178743962
test tissue 1,0.0,50.000000000000014,0.0,0.509408602150538
test tissue 2,0.0,50.0,0.0,0.45256410256410234
test tissue 3,0.0,49.999999999999986,0.0,0.41428571428571437
test tissue 4,0.0,50.0,0.0,0.6071428571428569
test tissue 5,0.0,50.000000000000014,0.0,0.5257801899592943
test tissue 6,0.0,49.99999999999999,0.0,0.5346153846153848
test tissue 7,0.0,49.99999999999996,0.0,0.5590111642743218
test mean,0.0,49.99999999999999,0.0,0.5134548666083261
test std,0.0,1.7222418539888655e-14,0.0,0.05599715127973769
