,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.64,50.54,9.44,34.94,39.11,49.39,35.94,63.0,49.24,0.5979,19.44,49.76,2.52,6.05,33.39,36.74,33.66,51.87,24.7,0.5462
split 1,24.8,50.25,6.41,17.73,35.85,45.63,34.39,54.2,48.3,0.5942,26.26,48.1,3.33,27.37,35.23,41.22,33.76,48.21,41.69,0.5309
split 2,38.71,50.29,28.33,37.52,41.75,45.71,37.69,48.54,50.92,0.608,28.07,39.27,29.64,15.3,31.05,31.35,30.15,33.36,30.55,0.5236
split 3,23.32,49.66,14.52,5.79,34.99,50.53,33.85,42.52,75.22,0.6027,20.03,48.54,11.55,0.0,33.12,23.04,32.91,36.22,0.0,0.5001
split 4,21.69,49.55,13.41,2.09,34.42,40.55,33.6,47.3,40.74,0.5904,21.36,49.63,14.46,0.0,34.31,25.52,33.69,42.86,0.0,0.5234
split 5,25.56,50.1,10.12,16.46,36.2,50.5,34.25,66.57,50.68,0.5966,23.01,44.79,0.0,24.24,31.5,21.31,31.93,0.0,32.01,0.4839
mean,27.62,50.07,13.7,19.09,37.05,47.05,34.95,53.69,52.52,0.5983,23.03,46.68,10.25,12.16,33.1,29.86,32.68,35.42,21.49,0.518
std,5.85,0.35,7.06,13.33,2.57,3.55,1.43,8.61,10.71,0.0057,3.17,3.7,10.07,10.96,1.46,7.27,1.3,17.07,15.99,0.0204
test mean,23.125096160271916,47.40887080003286,11.015125821177321,10.951291859605568,34.77947316366038,33.403756215295324,33.003137247332404,40.79136991531006,26.416761483243505,0.5863040976534436,24.664707274114416,43.47786887809443,8.067608812935502,22.448644131313326,34.29551260192167,30.278535226799594,36.47637544821956,37.07567610704693,17.283554125132298,0.5070201818908552
test std,6.548849760526093,8.576728482366745,12.351594628728781,15.047035556265563,4.959140065272283,15.109187812054083,4.747017172220104,32.27399943418178,31.970343625172777,0.0517724564979566,6.905837552666019,6.665434218958238,4.720787005633793,22.505259683229056,2.6470276714935896,12.639282333427628,5.680838462843879,29.153359141105895,17.38656028116749,0.05051355063336402
