,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.88,50.48,1.62,10.55,34.75,50.26,34.06,69.58,47.15,0.5786,18.41,49.75,0.0,5.49,33.27,20.91,33.48,0.0,29.23,0.5349
split 1,26.22,50.2,1.7,26.76,36.57,44.23,34.76,49.67,48.28,0.5757,21.86,51.27,3.52,10.78,33.95,37.3,35.42,55.65,20.85,0.531
split 2,27.2,50.2,7.5,23.89,36.48,43.09,34.97,50.7,43.6,0.5726,23.83,48.67,5.34,17.49,34.37,37.86,33.45,36.8,43.32,0.5653
split 3,16.92,50.05,0.0,0.72,33.45,44.46,33.37,0.0,100.0,0.5775,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.495
split 4,19.8,50.5,1.08,7.83,34.49,48.94,33.93,61.67,51.21,0.5727,16.59,49.76,0.0,0.0,32.99,11.08,33.23,0.0,0.0,0.5328
split 5,31.49,50.48,7.34,36.65,38.7,43.5,36.86,50.86,42.77,0.5864,23.36,43.75,2.41,23.93,30.36,25.17,32.21,16.46,26.85,0.5041
mean,23.75,50.32,3.21,17.73,35.74,45.75,34.66,47.08,55.5,0.5773,20.12,48.87,1.88,9.62,33.04,23.91,33.52,18.15,20.04,0.5272
std,4.97,0.18,3.03,12.36,1.72,2.79,1.12,22.25,20.1,0.0047,3.02,2.41,2.06,8.85,1.29,10.9,0.95,21.39,15.69,0.0228
test mean,20.15303812824946,50.29746832474763,1.4744141881404274,8.687231871860295,34.45207206531199,27.294698084308422,33.946550879937476,16.052227342549923,31.885316030437917,0.5664990665083255,19.778396376440135,49.32292332908141,0.0,10.012265800238993,33.80052391788144,22.230237871969468,33.3989857863496,0.0,33.291727829558795,0.5404816057043845
test std,4.359469902058033,2.00749241353041,3.3001491114993966,10.123713996103996,2.512737615599782,19.122183742953972,1.4557021201915894,35.16289751846266,33.47581136754668,0.04516411734935012,3.3008712681516315,1.8518353250731072,0.0,10.84365784606084,1.5556085307894962,11.803845597536961,0.6242411053058765,0.0,35.24382334342167,0.04818523587705343
