plant,time point,cell,area,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
ktnP1,1,3589,33.4988,7.0,0.3333333333333333,0.002811584214933364,0.10776516969165267,0.0901609861670253,0.002530753295269593,0.05477081458653688,0.06833022853144262,0.09987916387047874,0.10856020999313384,75.7778957153958,49.0,254.15004741658902,0.2121212121212121,4.454545454545454,2.4025974025974026,0.6770770377574783,0.2433273206431477,0.13174222659755866,0.00010617202143845762,0.12604242293428564,0.006164151540866119,0.002176951405546735,0.05477081458653688,0.06185270287406819,0.09987916387047874,0.12604242293428564,2181.3916390524973,49.0,254.15004741658902,0.2121212121212121,4.454545454545454,0.08974927816244188,0.025842191546910327,2.2585764103922608,0.023245482778597483,0.000926135715253416,0.0403724270549222,5.9810804259828737e-05,0.002172286004378289,0.05477081458653688,0.07189139137591315,0.09987916387047874,0.0403724270549222,284.76032866502084,49.0,254.15004741658902,0.2121212121212121,4.454545454545454,0.6469901005535386,0.200860981104316,52.4957,0.1668602177106851,0.01964695663834268,0.04642726643751171,8.403456811576971e-05,0.0027227085044676264,0.05477081458653688,0.0747581369247134,0.09987916387047874,0.046928529567406736,10.476759570099162,49.0,254.15004741658902,0.2121212121212121,4.454545454545454,16.753358961038973,4.702889405637244
ktnP1,1,3591,34.9285,7.0,0.3333333333333333,0.00278552632649105,0.039137077131625966,0.07934529594210744,0.0025942478821019176,0.052410745517984886,0.05897984845727186,0.04438888973109791,0.0423235812295109,73.48952713952734,43.0,208.94507370952027,0.2263157894736842,4.3,2.331578947368421,0.6936210723577703,0.2294977497797011,0.12281907246005447,0.0001025136253372468,0.07166964268194573,0.00012010741653159461,0.0022936582801896385,0.052410745517984886,0.05392355194997038,0.04438888973109791,0.07166964268194573,2255.7211635969416,43.0,208.94507370952027,0.2263157894736842,4.3,0.07759437677941951,0.023430005767896167,2.2811098000549928,0.02344302858607496,0.0008790731173038103,0.06751957302356612,1.3343010932201829e-05,0.002428264686962219,0.052410745517984886,0.05287485436925095,0.04438888973109791,0.06751957302356612,294.0461520997522,43.0,208.94507370952027,0.2263157894736842,4.3,0.5926856976433051,0.1703194094906417,51.26973000000001,0.16020495160528742,0.01919338223539666,0.043077917656677865,0.00013396179094480129,0.0027041132688718074,0.052410745517984886,0.057335569662395634,0.04438888973109791,0.04285926791318647,10.758449466492491,43.0,208.94507370952027,0.2263157894736842,4.3,16.17822981578948,4.736467148329723
ktnP1,1,3592,25.9022,7.0,0.3333333333333333,0.002757667826271897,0.041880651627287116,0.07450741502036105,0.0025644558464654127,0.052829542595127184,0.05502765262549672,0.0414406841785459,0.04452051856544744,73.03911088911114,43.0,222.7965238314669,0.25146198830409355,4.526315789473684,2.2514619883040936,0.8722426797758658,0.3116120482380834,0.1647309440039309,0.00010938658943981006,0.013460746031434571,0.08293263044367824,0.0025636670430486124,0.052829542595127184,0.05648798396367882,0.0414406841785459,0.013460746031434571,2032.268804171676,43.0,222.7965238314669,0.25146198830409355,4.526315789473684,0.09170610002082834,0.03439487375670764,2.825068060415746,0.029878051212599687,0.000920459757863639,0.028353903812569907,1.6805148209212763e-06,0.002631205835851439,0.052829542595127184,0.053891984570335394,0.0414406841785459,0.028353903812569907,268.93359319463275,43.0,222.7965238314669,0.25146198830409355,4.526315789473684,0.6676020557726757,0.2831682068609011,47.4924,0.15091768699220018,0.018694384740397647,0.057113067470492676,0.00011091846423987217,0.002625856149796772,0.052829542595127184,0.053173579391272666,0.0414406841785459,0.05827287839211578,10.812748225247494,43.0,222.7965238314669,0.25146198830409355,4.526315789473684,14.646106432748539,6.007866475008024
ktnP1,1,3593,26.7197,7.0,0.3333333333333333,0.0028072430831700096,0.08269659245696648,0.0796316835679731,0.002530325043275579,0.05484804921396976,0.06974975400962709,0.08047911727392497,0.07861023721119377,73.99682678432696,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,2.4822134387351777,0.6370328898373139,0.2862488924175931,0.15030478111525725,0.00010948504802126798,0.056521397876891075,0.0006606005921487876,0.002388847024779495,0.05484804921396976,0.06849053642887147,0.08047911727392497,0.056521397876891075,2047.974132028788,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,0.10242669922345617,0.027158846276923918,2.7014523145123572,0.026075835208812598,0.0009600736748435053,0.008388438671192827,1.5560292746684678e-07,0.0023828775531605896,0.05484804921396976,0.07975426826162586,0.08047911727392497,0.008388438671192827,261.4869898108321,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,0.6937729716354439,0.2107457359883202,47.40944999999999,0.14846350343978867,0.01919568377258804,0.05943428221367589,0.0009701487251681824,0.0026063756545364218,0.05484804921396976,0.07321335123728996,0.08047911727392497,0.05964967695279201,10.869465774592166,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,15.894141920948625,4.30252704011599
ktnP1,1,3594,16.0654,5.0,0.5,0.0025789593298208464,0.010103295287942092,0.0650499874965557,0.0018918536133110731,0.045233929895983266,0.03777946403663719,0.023837333884433192,0.010493328460378941,72.0823343323346,40.0,204.13012124098503,0.26143790849673204,4.4444444444444455,2.2091503267973858,0.8189727500367827,0.2382894866356072,0.2372440556517551,0.00010374092855735897,0.0,0.044008215237938034,0.00208527534305017,0.045233929895983266,0.04345587218383752,0.023837333884433192,0.0,1921.287392342697,40.0,204.13012124098503,0.26143790849673204,4.4444444444444455,0.08576360282134007,0.033195499413851866,1.8400484839026987,0.041374871920663976,0.0008609248934117466,0.016511979279084828,1.7086470227922337e-06,0.0018174053345655485,0.045233929895983266,0.037429321622029235,0.023837333884433192,0.016511979279084828,267.85409906788516,40.0,204.13012124098503,0.26143790849673204,4.4444444444444455,0.6716683816415429,0.2778036418174335,30.9466,0.22622062768724935,0.01724473317055226,0.042926122800505145,0.00010178697957527988,0.0017457438304145847,0.045233929895983266,0.03349974601660211,0.023837333884433192,0.04417557171788029,10.768612421104539,40.0,204.13012124098503,0.26143790849673204,4.4444444444444455,15.018048366013064,5.467875572347834
ktnP1,1,3597,32.3752,6.0,0.4,0.002757935121055893,0.026057103173737585,0.07713827245804655,0.0022279690290312897,0.04949262730979186,0.05396523459070949,0.04346429126574235,0.02574804226279225,73.31913641913665,43.0,211.30893048788082,0.2263157894736842,4.3,2.363157894736842,0.6305957223803919,0.20068532397502886,0.1461465077761287,0.0001021524598312677,0.05453956792182564,0.0003252801494837213,0.00197656436536758,0.04949262730979186,0.048611668626321436,0.04346429126574235,0.05453956792182564,2215.3900801860664,43.0,211.30893048788082,0.2263157894736842,4.3,0.08309733817503147,0.02355970976753661,1.8471393525107596,0.02932635664509737,0.0008882864052741869,0.0754665149225909,1.0972479323769691e-06,0.001812995068531029,0.04949262730979186,0.05046316959419545,0.04346429126574235,0.0754665149225909,299.9220363592717,43.0,211.30893048788082,0.2263157894736842,4.3,0.6000594867200286,0.18664433680335607,46.422847,0.2143195378236253,0.019298053958912605,0.03952930114061277,0.0005092226355307032,0.0024153968892085607,0.04949262730979186,0.05656403058777393,0.04346429126574235,0.039356103018366236,10.711843443511338,43.0,211.30893048788082,0.2263157894736842,4.3,16.62773522631579,4.536849698279979
ktnP1,1,3611,36.8183,6.0,0.4,0.002630286744760031,0.04791438179561806,0.051571856719424485,0.002220735900752015,0.04997227215104882,0.049183990864471235,0.05000375924580435,0.045603528333305915,70.75958436987882,47.0,244.99649866498328,0.22380952380952385,4.476190476190476,2.3666666666666667,0.7271998296755346,0.18329217407313209,0.1347115557435799,9.675199310872154e-05,0.09481388458293273,0.013327359128670396,0.0017467897914523489,0.04997227215104882,0.04264144198077524,0.05000375924580435,0.09481388458293273,2082.3691073995656,47.0,244.99649866498328,0.22380952380952385,4.476190476190476,0.08121437065874297,0.026116491798002045,1.5485696061263678,0.029866159841758905,0.0007984422554469932,0.15585817161470086,3.722094436697741e-09,0.0016430380226422651,0.04997227215104882,0.032985548528161816,0.05000375924580435,0.15585817161470086,298.03817314284913,47.0,244.99649866498328,0.22380952380952385,4.476190476190476,0.6284550944102396,0.2524149042777176,49.28959999999999,0.22138937712523968,0.018537444596308503,0.02302046058918048,0.002250609430879762,0.00254895689040786,0.04997227215104882,0.053927073502662584,0.05000375924580435,0.023765535338001204,10.145069295141939,47.0,244.99649866498328,0.22380952380952385,4.476190476190476,16.968075219047627,5.426047840012761
ktnP1,1,3616,29.4444,7.0,0.3333333333333333,0.002818331770549676,0.036352361625899096,0.08348651297438515,0.0025477185678458264,0.05385752448859472,0.06192844058472005,0.057098460106079524,0.034695116203856013,74.10361582861599,47.0,243.32795128279065,0.22380952380952385,4.476190476190476,2.3523809523809525,0.7585030054076367,0.2664661424938927,0.14053112492053696,0.0001083377767982134,0.07802719620116555,0.024417886856510092,0.0023279268597418217,0.05385752448859472,0.060794386659279935,0.057098460106079524,0.07802719620116555,2181.778464616314,47.0,243.32795128279065,0.22380952380952385,4.476190476190476,0.088113460974571,0.02878791995132876,2.6733838532615484,0.02634767208414234,0.0009291482860658264,0.05116457037458548,3.7961354333511147e-07,0.0026698365590440763,0.05385752448859472,0.06345539557873088,0.057098460106079524,0.05116457037458548,288.3616951580465,47.0,243.32795128279065,0.22380952380952385,4.476190476190476,0.6842923327945513,0.21952486961273074,50.06719999999999,0.1567635037749151,0.01930031642826828,0.037449785703903435,0.00023303239688161583,0.002665250409772477,0.05385752448859472,0.06218912663659476,0.057098460106079524,0.03480300707207312,10.820132108227199,47.0,243.32795128279065,0.22380952380952385,4.476190476190476,16.016625047619044,5.083225491976487
ktnP1,1,3617,25.9526,6.0,0.4,0.0027397542823474285,0.03402048537593096,0.07611677241651682,0.002211892866485467,0.04968264635262002,0.052218797681678544,0.05034382253449912,0.03206744572004746,74.23517038517045,45.0,230.54664423672642,0.2368421052631579,4.5,2.3210526315789477,0.8010085558032864,0.2394436180923311,0.17214688091055205,0.00010627700793034872,0.08251084119851658,0.01181282862319688,0.002129140585002254,0.04968264635262002,0.05155898222398038,0.05034382253449912,0.08251084119851658,2168.674954135663,45.0,230.54664423672642,0.2368421052631579,4.5,0.08888417850060194,0.030429721297166173,2.0205856775139464,0.02999993826242368,0.0009009044828776851,0.031581735769087384,3.3890555063758347e-07,0.002067354725059388,0.04968264635262002,0.051768676725733334,0.05034382253449912,0.031581735769087384,280.12527165561283,45.0,230.54664423672642,0.2368421052631579,4.5,0.6773526857583414,0.2500532923543473,41.18262,0.186772568341609,0.01873119112798617,0.045950614884338034,0.00036191923094895553,0.002196509579383428,0.04968264635262002,0.05207663251226635,0.05034382253449912,0.04611892001074922,11.017916895479578,45.0,230.54664423672642,0.2368421052631579,4.5,15.497117689473667,5.523131965873875
ktnP1,1,3618,24.0141,6.0,0.4,0.002669051171616188,0.018033352973783376,0.057030479298849274,0.0022216776763991715,0.04932152861264503,0.05027636308631249,0.033982762276441536,0.019804449623562592,70.89557109557134,42.0,209.1722733805722,0.2456140350877193,4.421052631578949,2.304093567251462,0.7949814819885632,0.25841474043101226,0.18522979783945992,0.00010653964086345294,0.05909189019484725,0.06219884847462325,0.0021494681421651983,0.04932152861264503,0.054420096944653835,0.033982762276441536,0.05909189019484725,1941.1058173011136,42.0,209.1722733805722,0.2456140350877193,4.421052631578949,0.09886313130375764,0.035099993622341306,2.1528989793427504,0.030862194160924162,0.0009002652441275106,0.07322959794360615,4.214678389801215e-07,0.0021217548733094014,0.04932152861264503,0.05491748706393468,0.033982762276441536,0.07322959794360615,267.93141907881176,42.0,209.1722733805722,0.2456140350877193,4.421052631578949,0.6824319957968964,0.256550521130811,40.2719,0.18264121786895302,0.01805627672802257,0.03437009270172992,9.721222342709172e-05,0.0022405766733079304,0.04932152861264503,0.04911428127967518,0.033982762276441536,0.034635820190373014,10.681144239798948,42.0,209.1722733805722,0.2456140350877193,4.421052631578949,14.738964093567256,4.994955094544858
