,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.25,50.31,26.9,37.53,41.68,46.76,37.32,52.02,50.93,0.631,23.07,43.79,11.03,14.39,29.44,26.83,31.79,28.28,20.42,0.5099
split 1,35.47,51.19,28.48,26.74,40.38,46.07,36.98,49.9,51.33,0.6231,24.51,41.48,15.61,16.44,28.93,29.97,30.87,19.07,39.97,0.4931
split 2,38.43,51.56,29.74,34.0,41.74,44.73,38.71,47.74,47.75,0.6282,31.01,39.09,29.88,24.05,32.19,32.12,32.09,34.14,30.15,0.5144
split 3,35.25,51.49,32.83,21.43,40.75,48.32,36.94,51.74,56.28,0.6265,26.03,48.59,13.64,15.86,34.0,33.75,34.35,27.34,39.57,0.5293
split 4,39.69,52.15,32.17,34.75,43.06,48.29,38.64,54.41,51.8,0.6256,23.07,47.05,17.88,4.27,32.74,30.45,32.65,38.06,20.64,0.5056
split 5,37.73,50.52,30.6,32.07,40.96,44.23,37.84,49.12,45.72,0.6256,31.7,42.22,36.62,16.25,34.11,32.95,33.67,40.02,25.17,0.4936
mean,37.47,51.21,30.12,31.09,41.43,46.4,37.74,50.82,50.64,0.6267,26.56,43.7,20.78,15.21,31.9,31.01,32.57,31.15,29.32,0.5076
std,1.61,0.63,2.04,5.43,0.88,1.58,0.72,2.18,3.32,0.0025,3.54,3.25,9.26,5.79,2.04,2.29,1.16,7.12,8.07,0.0125
test mean,32.32544200297263,50.313543235637525,22.41590273110764,24.246880042172712,39.12021682728863,46.293362052748314,36.500540481428736,52.415843578650914,49.96370209816528,0.6120519091968664,30.61339040016419,45.58630320550188,23.956809735648815,22.297058259341867,35.35250946627109,37.59081658046289,36.35935514550608,32.81844750045239,43.59464709543019,0.5131731982492502
test std,6.487271239986846,5.428801419647183,14.665753054249146,9.884241758908225,4.994408530158573,7.280608031313682,4.07460695072496,21.99577033507379,11.64636545518217,0.05455047187567819,5.003709082870531,2.972886882337664,12.884648628643268,12.838770459472862,3.8664247450328797,4.062653794904964,5.27308629340704,6.026742477963797,14.016055577767375,0.04052344853586314
