,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.34,49.94,7.45,36.64,38.52,44.89,36.29,54.66,43.71,0.6148,25.75,45.29,7.17,24.78,32.89,35.14,32.41,39.33,33.69,0.5318
split 1,24.78,50.27,2.42,21.67,36.12,55.32,34.39,80.42,51.16,0.6017,21.79,50.29,6.58,8.5,33.75,32.73,34.54,41.55,22.09,0.5092
split 2,32.08,51.06,16.31,28.87,38.71,43.7,36.43,48.6,46.07,0.6089,27.3,46.34,11.67,23.9,34.01,35.43,32.97,33.01,40.31,0.5425
split 3,23.47,50.62,3.06,16.73,35.8,49.63,34.38,60.76,53.76,0.6037,19.75,48.13,0.0,11.12,32.6,21.29,32.71,0.0,31.16,0.5303
split 4,26.5,50.12,3.59,25.79,36.47,48.67,34.81,66.19,45.01,0.6001,24.03,44.38,0.0,27.71,32.6,23.08,31.34,0.0,37.89,0.5287
split 5,24.32,50.37,1.83,20.76,35.87,45.43,34.47,52.98,48.84,0.6008,25.67,47.9,4.31,24.79,34.48,46.16,33.8,69.18,35.5,0.5177
mean,27.08,50.4,5.78,25.08,36.92,47.94,35.13,60.6,48.09,0.605,24.05,47.05,4.95,20.13,33.39,32.31,32.96,30.51,33.44,0.5267
std,3.4,0.36,5.05,6.43,1.22,3.91,0.88,10.5,3.53,0.0053,2.57,1.96,4.13,7.43,0.73,8.33,1.02,24.37,5.85,0.0106
test mean,24.294689612103678,49.635395425749614,2.531023243651601,20.71765016690984,35.52133080237855,29.613255939857886,34.375889398778995,17.26375037160482,37.20012804918986,0.5946537813329267,21.964256888196537,47.29456192088598,5.169340463458109,13.42886828024552,32.6814924008984,25.09178866651203,32.852870441313144,18.75,23.67249555822294,0.5131531871041312
test std,4.619003725373514,3.2805663610830065,5.303564562958906,13.185035111837532,2.8564593627623904,13.204355735940167,2.5579548906870317,33.264791588432914,21.22301420613823,0.041772936595975724,6.398048893305175,4.6030145249107965,11.55762215860772,8.941242831352776,5.135688408967857,15.32676142224973,3.117409901571529,34.79852726768764,13.675532531289427,0.030172033203753428
