,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4805,0.0,50.0,0.0,0.4747
split 1,0.0,50.0,0.0,0.4768,0.0,50.0,0.0,0.4875
split 2,0.0,50.0,0.0,0.4802,0.0,50.0,0.0,0.4669
split 3,0.0,50.0,0.0,0.4675,0.0,50.0,0.0,0.5286
split 4,0.0,50.0,0.0,0.4798,0.0,50.0,0.0,0.4697
split 5,0.0,50.0,0.0,0.4887,0.0,50.0,0.0,0.4029
mean,0.0,50.0,0.0,0.4789,0.0,50.0,0.0,0.4717
std,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0371
test mean,0.0,49.99999999999999,0.0,0.47200411342617654,0.0,49.99999999999999,0.0,0.4746110273778335
test std,0.0,1.572008455159306e-14,0.0,0.08427048991209128,0.0,1.879919374704706e-14,0.0,0.08323384156068854
