,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.24,49.81,30.42,46.51,44.23,47.18,40.78,55.42,45.34,0.638,30.07,38.88,7.89,43.43,34.9,33.69,34.36,31.01,35.71,0.4933
split 1,44.44,49.88,41.32,42.11,45.05,45.89,42.16,48.23,47.3,0.631,25.93,38.87,25.48,13.44,29.7,30.88,28.5,40.41,23.73,0.498
split 2,45.0,51.08,42.51,41.42,45.76,47.15,42.45,53.11,45.89,0.6367,31.1,38.84,33.63,20.83,33.1,36.46,31.87,31.48,46.03,0.5117
split 3,45.4,51.24,42.4,42.57,46.21,47.75,42.15,51.05,50.04,0.6448,24.49,49.58,5.97,17.92,34.33,33.56,34.6,33.24,32.83,0.5148
split 4,45.03,48.97,42.6,43.53,45.37,46.0,42.77,49.22,46.0,0.6339,33.63,37.58,23.8,39.52,34.92,35.19,35.88,35.86,33.83,0.5259
split 5,44.14,51.26,42.61,38.55,45.19,46.46,41.94,49.53,47.9,0.6359,28.88,32.95,12.53,41.17,32.06,31.48,29.56,30.4,34.48,0.4977
mean,44.38,50.37,40.31,42.45,45.3,46.74,42.04,51.09,47.08,0.6367,29.02,39.45,18.22,29.38,33.17,33.54,32.46,33.73,34.44,0.5069
std,1.04,0.87,4.45,2.38,0.62,0.67,0.62,2.48,1.59,0.0042,3.08,4.99,10.09,12.23,1.86,1.94,2.72,3.49,6.5,0.0115
test mean,39.91177097283485,46.278284829903676,35.962145804650376,37.49488228395051,42.42002691012364,45.28233704596238,40.01563309670527,53.220408452999216,42.61096958818263,0.625523776719433,30.993846894794792,36.509743077739174,21.187191402725627,35.284606203919566,34.18684391659757,34.55635746078226,33.39821151228933,34.510523769169666,35.76033710088779,0.520390594040368
test std,6.051115217777099,8.523318321078673,14.578170500509529,12.519169748295852,5.043561558733283,6.436036898717253,5.565520969198673,18.60905379963633,13.116671756013352,0.03354619905597308,5.264668879322217,9.959246329434482,11.804483723769485,10.814513059901486,4.119360884231512,8.264768655870917,5.30601717612266,18.954221344433538,7.915081351878428,0.04148550640918545
