,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,44.85569962912976,41.23548463543724,36.94267515923566,56.38893909271639,44.886531093427635,45.45110444232956,37.26442033123931,41.42857142857142,57.66032156717795,0.6124531445231154
test tissue 1,53.98990792188326,54.771580233067226,53.41220071913306,53.78594281344948,54.005309969467675,54.05094887281984,52.89160559033852,54.903246966218376,54.357994061902616,0.7178984670729416
test tissue 2,49.001605090496184,43.14591848006188,53.66459627329194,50.194300518134725,49.54002389486259,50.63168596306081,56.23380362798734,49.88452655889147,45.77672770230362,0.6635514018691588
test tissue 3,55.30090694152483,59.838020236141595,56.26827088014315,49.796429708289736,55.37604358886606,55.26496187035129,58.4315503668458,56.46311553240763,50.90021971180045,0.71907277128915
test tissue 4,36.422427379494195,29.41527446300717,33.88210302708445,45.969904648390965,35.51949515438359,39.07755950565052,26.32140950347037,32.57872340425533,58.332545609225846,0.5123697916666666
test tissue 5,56.10256994774826,52.80598610368787,66.33011037905366,49.171613360503244,56.22807017543858,56.01549848807011,53.63735070575463,64.74027058627027,49.668874172185426,0.7445375518834678
test tissue 6,56.36797519474475,47.95893651341731,60.18215544647171,60.96283362434522,56.732392902605675,56.57479404485466,52.76392593999567,60.80236795927421,56.158088235294116,0.7290158202737552
test tissue 7,51.423108710293235,52.991943582115084,56.265578776915504,45.011803771849124,51.44990881839099,51.556193163627334,50.32020351655861,58.22884868474939,46.11952728957398,0.727752726712144
test mean,50.43302510191431,47.77039303086693,52.11846133266614,51.41022094220986,50.46722194968035,51.07784329384552,48.48303369777377,52.37870889007976,52.371787293683,0.6783314594112999
test std,6.462852477159704,9.002102221514178,10.41841625945014,5.016410944073413,6.758867809823911,5.668587800277388,10.26977368608036,9.995073327542972,4.661506506324544,0.07476771780065816
