,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.86,50.58,8.55,12.46,35.88,49.69,34.33,58.2,56.55,0.6074,17.16,50.16,1.32,0.0,33.56,28.57,33.48,52.23,0.0,0.5244
split 1,27.12,50.59,6.92,23.86,36.55,42.37,35.3,49.84,41.96,0.6005,31.8,49.12,11.98,34.29,38.12,53.04,35.86,83.24,40.01,0.5833
split 2,24.0,50.5,1.7,19.81,35.88,45.29,34.45,50.21,51.21,0.6082,19.43,46.87,2.38,9.04,31.42,31.32,32.02,38.38,23.58,0.5019
split 3,29.57,51.78,23.95,12.97,38.46,49.05,35.96,50.73,60.46,0.612,20.92,48.04,10.8,3.9,32.29,27.98,33.04,27.29,23.61,0.5237
split 4,26.36,51.46,19.54,8.09,37.12,47.17,35.28,53.45,52.78,0.6026,24.33,47.89,15.56,9.54,34.22,40.69,32.9,46.74,42.42,0.5524
split 5,28.7,51.1,11.05,23.95,37.64,46.12,35.56,55.23,47.56,0.6011,22.44,48.0,2.7,16.62,32.76,53.42,33.46,100.0,26.78,0.5861
mean,26.6,51.0,11.95,16.86,36.92,46.62,35.15,52.94,51.75,0.6053,22.68,48.35,7.46,12.23,33.73,39.17,33.46,57.98,26.07,0.5453
std,2.15,0.49,7.58,6.05,0.93,2.44,0.58,3.03,5.97,0.0042,4.66,1.04,5.53,11.12,2.16,10.78,1.18,25.46,13.87,0.0315
test mean,22.379227342987537,50.54786261516861,10.062585766890837,6.52723364690318,35.463677089395695,34.13496782689915,34.25594067124149,41.95384050687261,26.19512230258333,0.6002914470219207,22.673072899218447,50.17375726628034,10.855698106978554,6.989763324396446,34.8717716122907,36.31267387170067,34.543253099906075,46.16407454154439,28.23069397365156,0.5271821781096843
test std,5.608116114022237,1.0684100379701669,9.937714140611993,9.072364524270917,2.718415962007183,19.710985903944493,1.0526468586255302,33.81192056304715,36.75937629335239,0.05153546218792363,3.8086503000756355,1.028492807332608,7.812159459648647,10.12451839814728,0.7435012997053988,12.769324103859107,1.7872650653284565,19.27555246741241,35.46274398147873,0.029743798352130757
