,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,45.82,53.28,41.42,42.77,46.89,48.31,43.66,52.82,48.46,0.6608,25.41,44.8,14.45,16.97,31.62,30.74,32.21,26.06,33.94,0.5032
split 1,43.4,52.91,33.61,43.67,45.17,46.43,42.71,49.15,47.43,0.6579,31.22,34.55,33.29,25.84,31.71,31.92,30.48,32.74,32.54,0.5027
split 2,45.07,52.52,38.52,44.18,46.28,47.86,42.79,51.64,49.16,0.6605,32.72,39.37,15.94,42.86,35.96,36.7,41.3,35.46,33.34,0.5138
split 3,44.42,50.76,38.02,44.5,45.28,46.09,42.81,48.43,47.03,0.6456,33.5,49.88,26.56,24.05,37.04,36.37,38.27,39.51,31.34,0.5434
split 4,47.33,51.62,41.39,48.99,47.91,48.73,44.77,51.74,49.69,0.666,28.64,33.91,17.61,34.4,29.83,29.23,28.71,24.49,34.48,0.4797
mean,45.21,52.22,38.59,44.82,46.31,47.49,43.35,50.75,48.35,0.6582,30.3,40.5,21.57,28.82,33.23,32.99,34.19,31.65,33.13,0.5085
std,1.33,0.92,2.86,2.16,1.03,1.04,0.79,1.67,1.0,0.0068,2.95,6.11,7.21,8.95,2.77,3.02,4.8,5.66,1.1,0.0207
