,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.6086956521739131
train tissue 1,0.0,50.000000000000014,0.0,0.48121212121212137
train tissue 2,0.0,49.999999999999986,0.0,0.38557993730407525
train tissue 3,0.0,50.000000000000036,0.0,0.4547511312217197
train tissue 4,0.0,50.00000000000002,0.0,0.4395256916996048
train tissue 5,0.0,49.99999999999997,0.0,0.4999999999999998
train tissue 6,0.0,50.00000000000002,0.0,0.4138655462184876
train tissue 7,0.0,50.00000000000002,0.0,0.5183284457478009
train tissue 8,0.0,50.0,0.0,0.5116279069767441
train tissue 9,0.0,50.0,0.0,0.4387755102040817
train tissue 10,0.0,50.000000000000036,0.0,0.5678733031674208
train tissue 11,0.0,49.99999999999999,0.0,0.4745762711864411
train tissue 12,0.0,49.999999999999986,0.0,0.6122448979591834
train tissue 13,0.0,50.000000000000014,0.0,0.45193171608265914
train tissue 14,0.0,50.00000000000002,0.0,0.5159574468085109
train tissue 15,0.0,50.000000000000014,0.0,0.41538461538461546
train tissue 16,0.0,50.000000000000014,0.0,0.5375886524822698
train tissue 17,0.0,49.999999999999986,0.0,0.4736842105263154
train tissue 18,0.0,49.999999999999986,0.0,0.5885989010989006
train mean,0.0,50.0,0.0,0.4942211556555191
train std,0.0,1.9561161980496004e-14,0.0,0.06468576807184268
test tissue 0,0.0,50.000000000000036,0.0,0.47554697554697617
test tissue 1,0.0,50.000000000000014,0.0,0.5250000000000002
test tissue 2,0.0,50.000000000000014,0.0,0.4229691876750701
test tissue 3,0.0,50.00000000000002,0.0,0.5241379310344828
test tissue 4,0.0,49.999999999999986,0.0,0.4655172413793103
test tissue 5,0.0,50.0,0.0,0.3320355951056724
test tissue 6,0.0,50.000000000000014,0.0,0.5363095238095245
test tissue 7,0.0,50.000000000000014,0.0,0.4992424242424242
test mean,0.0,50.00000000000001,0.0,0.47259485984918254
test std,0.0,1.464821375527116e-14,0.0,0.06368973613088878
