,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.17,50.02,0.0,1.51,33.42,23.06,33.4,0.0,35.79,0.5793,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5185
split 1,23.93,50.02,0.35,21.41,35.59,60.71,34.24,100.0,47.88,0.5702,22.58,45.55,0.0,22.2,31.74,20.63,32.26,0.0,29.65,0.5557
split 2,20.72,50.54,2.09,9.54,34.76,49.67,34.05,65.89,49.08,0.5749,16.9,49.51,0.0,1.18,32.8,16.29,33.15,0.0,15.74,0.5348
split 3,21.96,50.76,1.2,13.93,35.27,48.77,34.36,62.62,49.32,0.5759,19.71,47.82,0.0,11.32,32.73,25.05,32.35,0.0,42.8,0.5237
split 4,23.86,50.86,0.0,20.73,36.04,28.14,34.72,0.0,49.71,0.5720000000000001,22.38,47.17,0.0,19.95,32.66,21.41,32.9,0.0,31.35,0.5419
split 5,26.27,50.07,0.0,28.73,36.28,25.52,35.18,0.0,41.39,0.5761,26.05,47.22,0.0,30.91,34.66,23.59,33.99,0.0,36.77,0.5223
mean,22.32,50.38,0.61,15.97,35.23,39.31,34.33,38.09,45.53,0.5747,20.71,47.88,0.0,14.26,32.99,19.68,32.99,0.0,26.05,0.5328
std,2.88,0.36,0.79,8.85,0.95,14.34,0.55,39.92,5.2,0.003,3.33,1.5,0.0,11.22,0.89,4.71,0.59,0.0,14.27,0.013000000000000001
test mean,21.109469962057652,50.71824220903826,0.0,12.610167677134694,35.051023876697194,24.437157755621044,34.471293408051324,0.0,38.8401798588118,0.5750246644743857,20.895462701173766,49.44395256656623,0.0,13.242435536955046,34.31759245621086,18.76951700674474,34.008919656112774,0.0,22.299631364121446,0.5330908106094935
test std,4.264095716796729,1.7030422815063477,0.0,11.809629546403416,2.1824774106389393,10.936007188486084,1.7699027320300609,0.0,32.31910209287718,0.03472355024165906,5.135150370189199,1.134545172842552,0.0,15.331721508266845,2.5576982206427283,7.00011191056787,1.5390797484142729,0.0,19.98715157034228,0.039688287353086694
