,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5931,0.0,50.0,0.0,0.4889
split 1,0.0,50.0,0.0,0.5832,0.0,50.0,0.0,0.5098
split 2,0.0,50.0,0.0,0.5822,0.0,50.0,0.0,0.5505
split 3,0.0,50.0,0.0,0.5656,0.0,50.0,0.0,0.5202
split 4,0.0,50.0,0.0,0.602,0.0,50.0,0.0,0.395
split 5,0.0,50.0,0.0,0.6066,0.0,50.0,0.0,0.4737
mean,0.0,50.0,0.0,0.5888,0.0,50.0,0.0,0.4897
std,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0487
test mean,0.0,50.0,0.0,0.5757101065785898,0.0,50.00000000000002,0.0,0.5232699164705199
test std,0.0,1.6054591898650453e-14,0.0,0.08973862400031138,0.0,2.1167734743366723e-14,0.0,0.06631899836409921
