,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,27.99,44.1,0.0,39.87,35.24,23.77,33.93,0.0,37.37,0.5412,25.3,39.17,0.0,36.72,31.7,21.21,31.05,0.0,32.57,0.52
split 1,28.19,44.99,0.0,39.58,35.59,24.02,34.37,0.0,37.7,0.5454,27.83,44.48,0.0,39.01,34.94,23.24,35.56,0.0,34.17,0.5162
split 2,27.96,40.33,0.0,43.55,35.01,23.33,34.76,0.0,35.23,0.5414,28.34,41.81,0.0,43.21,35.43,23.62,34.97,0.0,35.88,0.5233
split 3,27.87,44.26,0.0,39.36,35.11,23.58,34.21,0.0,36.51,0.5358,25.96,32.61,0.0,45.26,33.2,21.8,30.58,0.0,34.81,0.5398
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5396,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4873
split 5,27.09,43.77,0.0,37.51,34.35,23.3,33.01,0.0,36.9,0.5434,25.63,48.22,0.0,28.65,34.43,22.66,34.9,0.0,33.07,0.5263
mean,25.96,44.58,0.0,33.31,34.77,21.52,33.94,0.0,30.62,0.5412,24.95,42.71,0.0,32.14,33.84,20.6,33.4,0.0,28.42,0.5188
std,4.17,2.85,0.0,15.01,0.74,4.66,0.6,0.0,13.72,0.003,3.87,5.8,0.0,15.32,1.25,4.32,1.95,0.0,12.76,0.0159
test mean,26.34159398257253,43.350405785915555,0.0,35.67437616180204,34.34637821416813,24.054972859961083,33.89184400943128,0.0,38.27307457045197,0.5305362387508358,24.672497030031312,45.154210585904096,0.0,28.863280504189834,33.46364395999835,21.572465706325183,35.72977512487738,0.0,28.987621994098177,0.5588735805402502
test std,2.9905372719735777,6.418190740833832,0.0,8.394392885101263,3.696677117788697,5.670589372356472,2.6477716386331847,0.0,15.732014737195955,0.03983114953695354,4.296589310220693,4.2080157507033205,0.0,13.544051712729216,3.323265650004021,3.957797228085561,4.913300328261639,0.0,8.678260087975303,0.021834678491600822
