,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5761,0.0,50.0,0.0,0.5088
split 1,0.0,50.0,0.0,0.5811,0.0,50.0,0.0,0.5032
split 2,0.0,50.0,0.0,0.5763,0.0,50.0,0.0,0.4745
split 3,0.0,50.0,0.0,0.5777,0.0,50.0,0.0,0.5482
split 4,0.0,50.0,0.0,0.5644,0.0,50.0,0.0,0.5161
split 5,0.0,50.0,0.0,0.5733,0.0,50.0,0.0,0.4898
mean,0.0,50.0,0.0,0.5748,0.0,50.0,0.0,0.5068
std,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0229
test mean,0.0,50.0,0.0,0.5550972334496709,0.0,50.0,0.0,0.44720378397898974
test std,0.0,1.334291761984158e-14,0.0,0.095550934501528,0.0,1.6280579355608324e-14,0.0,0.05697010817653401
