,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4854,0.0,50.0,0.0,0.5551
split 1,0.0,50.0,0.0,0.4769,0.0,50.0,0.0,0.4286
split 2,0.0,50.0,0.0,0.499,0.0,50.0,0.0,0.4378
split 3,0.0,50.0,0.0,0.4979,0.0,50.0,0.0,0.4896
split 4,0.0,50.0,0.0,0.4616,0.0,50.0,0.0,0.5563
split 5,0.0,50.0,0.0,0.5223,0.0,50.0,0.0,0.3763
mean,0.0,50.0,0.0,0.4905,0.0,50.0,0.0,0.474
std,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0665
test mean,0.0,50.0,0.0,0.5141115984087857,0.0,50.000000000000014,0.0,0.5597738154927137
test std,0.0,1.6054591898650453e-14,0.0,0.0822204771454857,0.0,1.879919374704706e-14,0.0,0.058030599610213486
