,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,21.11,49.69,0.0,13.65,34.26,25.42,33.69,0.0,42.57,0.5507,17.5,49.1,0.0,3.4,32.66,18.36,32.97,0.0,22.13,0.5286
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5466,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5215
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5465,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5332
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5407,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5578
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5414,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5531
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5471,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5198
mean,17.41,49.95,0.0,2.28,33.49,13.5,33.39,0.0,7.09,0.5455,16.81,49.85,0.0,0.57,33.22,12.32,33.27,0.0,3.69,0.5357
std,1.66,0.12,0.0,5.09,0.34,5.33,0.13,0.0,15.86,0.0035,0.31,0.34,0.0,1.27,0.25,2.7,0.14,0.0,8.25,0.0147
test mean,16.66666666666666,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333332,0.0,0.0,0.5389610966658342,16.666666666666664,49.999999999999986,0.0,0.0,33.33333333333333,11.11111111111111,33.33333333333333,0.0,0.0,0.552230696383712
test std,1.441967846445454e-14,4.294307490663257e-14,0.0,0.0,3.2601936634160008e-15,1.3085271698668362e-14,3.85061858648115e-14,0.0,0.0,0.040115467647711116,1.475552811121985e-14,4.451537480371452e-14,0.0,0.0,7.944109290391274e-15,1.3218649345014569e-14,4.050716828981883e-14,0.0,0.0,0.04094638781161262
