,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4839,0.0,50.0,0.0,0.4553
split 1,0.0,50.0,0.0,0.5297,0.0,50.0,0.0,0.4984
split 2,0.0,50.0,0.0,0.5258,0.0,50.0,0.0,0.5228
split 3,0.0,50.0,0.0,0.4728,0.0,50.0,0.0,0.472
split 4,0.0,50.0,0.0,0.4811,0.0,50.0,0.0,0.491
split 5,0.0,50.0,0.0,0.4729,0.0,50.0,0.0,0.4697
mean,0.0,50.0,0.0,0.4944,0.0,50.0,0.0,0.4849
std,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0221
test mean,0.0,50.0,0.0,0.4778785693275087,0.0,50.0,0.0,0.48349826860616163
test std,0.0,1.3040774653664003e-14,0.0,0.07146069132941957,0.0,1.7222418539888655e-14,0.0,0.054538830768683155
