,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.5454002389486264
train tissue 1,0.0,50.0,0.0,0.5348360655737702
train tissue 2,0.0,49.999999999999986,0.0,0.3603988603988603
train tissue 3,0.0,50.000000000000014,0.0,0.49684210526315803
train tissue 4,0.0,50.00000000000002,0.0,0.5807142857142857
train tissue 5,0.0,49.999999999999986,0.0,0.4019607843137254
train tissue 6,0.0,49.999999999999986,0.0,0.46159874608150464
train tissue 7,0.0,50.00000000000002,0.0,0.6444281524926688
train tissue 8,0.0,49.99999999999999,0.0,0.46153846153846145
train tissue 9,0.0,50.000000000000014,0.0,0.49413489736070415
train tissue 10,0.0,49.999999999999986,0.0,0.5314009661835748
train tissue 11,0.0,50.0,0.0,0.4609374999999999
train tissue 12,0.0,50.0,0.0,0.3995943204868152
train tissue 13,0.0,49.999999999999986,0.0,0.5515734265734263
train tissue 14,0.0,49.99999999999998,0.0,0.5415384615384612
train tissue 15,0.0,50.000000000000014,0.0,0.5590062111801245
train tissue 16,0.0,50.000000000000014,0.0,0.4862745098039217
train tissue 17,0.0,49.999999999999964,0.0,0.5156453715775744
train tissue 18,0.0,49.999999999999986,0.0,0.5969049373618275
train mean,0.0,50.0,0.0,0.506564647494289
train std,0.0,1.572008455159306e-14,0.0,0.06966560568340581
test tissue 0,0.0,50.000000000000014,0.0,0.5424300867888141
test tissue 1,0.0,50.000000000000014,0.0,0.45128205128205146
test tissue 2,0.0,49.999999999999986,0.0,0.592063492063492
test tissue 3,0.0,49.999999999999986,0.0,0.35185185185185175
test tissue 4,0.0,50.0,0.0,0.5308555399719496
test tissue 5,0.0,49.99999999999999,0.0,0.5023894862604543
test tissue 6,0.0,50.000000000000014,0.0,0.44825268817204333
test tissue 7,0.0,50.0,0.0,0.49206349206349204
test mean,0.0,50.0,0.0,0.48889858605676856
test std,0.0,1.1512108063996359e-14,0.0,0.06829158665396219
