,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.78,50.16,2.38,0.81,33.81,69.93,33.5,76.29,100.0,0.5758,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5402
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5807,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5283
split 2,20.22,50.22,10.44,0.0,34.45,27.99,33.82,50.16,0.0,0.5819,17.16,48.95,2.54,0.0,32.45,16.75,32.86,17.39,0.0,0.5099
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5867,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5228
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5792,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5538
split 5,16.79,50.02,0.36,0.0,33.39,44.45,33.35,100.0,0.0,0.5789,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5181
mean,17.47,50.07,2.19,0.14,33.61,29.28,33.44,37.74,16.67,0.5805,16.75,49.83,0.42,0.0,33.19,12.05,33.25,2.9,0.0,0.5289
std,1.29,0.09,3.78,0.3,0.41,21.89,0.18,40.39,37.27,0.0033,0.19,0.39,0.95,0.0,0.33,2.1,0.18,6.48,0.0,0.0145
test mean,16.66666666666667,50.0,0.0,0.0,33.333333333333336,11.11111111111111,33.33333333333334,0.0,0.0,0.5831952288945634,16.66666666666667,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111112,33.33333333333334,0.0,0.0,0.5402905181267844
test std,1.8603826015552986e-14,5.3719049035593364e-14,0.0,0.0,7.470042121409604e-15,1.5987211554602254e-14,4.8630463249516454e-14,0.0,0.0,0.03782416690809376,1.5688358818848954e-14,4.6116905799021773e-14,0.0,0.0,8.702335715267317e-15,1.3367011447311593e-14,3.948150388114312e-14,0.0,0.0,0.03447821855802074
