,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999964,0.0,0.567796610169491
train tissue 1,0.0,50.00000000000002,0.0,0.4415584415584419
train tissue 2,0.0,50.000000000000014,0.0,0.6181818181818179
train tissue 3,0.0,50.000000000000014,0.0,0.5708061002178649
train tissue 4,0.0,50.000000000000014,0.0,0.4577075098814231
train tissue 5,0.0,50.0,0.0,0.5250000000000002
train tissue 6,0.0,50.0,0.0,0.5830188679245283
train tissue 7,0.0,50.000000000000014,0.0,0.5808980755523878
train tissue 8,0.0,50.000000000000014,0.0,0.616891064871481
train tissue 9,0.0,49.99999999999997,0.0,0.5042235217673813
train tissue 10,0.0,49.999999999999964,0.0,0.4833333333333333
train tissue 11,0.0,50.000000000000014,0.0,0.4513888888888895
train tissue 12,0.0,50.0,0.0,0.4544753086419754
train tissue 13,0.0,49.999999999999986,0.0,0.5324074074074074
train tissue 14,0.0,49.999999999999986,0.0,0.5842105263157891
train tissue 15,0.0,50.000000000000014,0.0,0.5625000000000006
train tissue 16,0.0,50.000000000000014,0.0,0.5249709639953546
train tissue 17,0.0,49.99999999999997,0.0,0.460199004975124
train tissue 18,0.0,50.0,0.0,0.319298245614035
train mean,0.0,50.0,0.0,0.517835036278775
train std,0.0,1.8657311011437966e-14,0.0,0.07330621273618977
test tissue 0,0.0,50.000000000000036,0.0,0.4958974358974362
test tissue 1,0.0,50.000000000000014,0.0,0.5024509803921571
test tissue 2,0.0,50.0,0.0,0.4097222222222223
test tissue 3,0.0,50.000000000000014,0.0,0.4222222222222222
test tissue 4,0.0,49.999999999999986,0.0,0.48239895697522767
test tissue 5,0.0,50.000000000000014,0.0,0.4871794871794878
test tissue 6,0.0,49.999999999999986,0.0,0.5603448275862069
test tissue 7,0.0,50.000000000000014,0.0,0.4497153700189759
test mean,0.0,50.00000000000001,0.0,0.476241437811742
test std,0.0,1.5688358818848954e-14,0.0,0.04520888807647969
