,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5318,0.0,50.0,0.0,0.5257
split 1,0.0,50.0,0.0,0.5552,0.0,50.0,0.0,0.4454
split 2,0.0,50.0,0.0,0.5429,0.0,50.0,0.0,0.4618
split 3,0.0,50.0,0.0,0.5584,0.0,50.0,0.0,0.4957
split 4,0.0,50.0,0.0,0.5188,0.0,50.0,0.0,0.4622
split 5,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.5354
mean,0.0,50.0,0.0,0.5377,0.0,50.0,0.0,0.4877
std,0.0,0.0,0.0,0.0157,0.0,0.0,0.0,0.0339
test mean,0.0,49.99999999999999,0.0,0.5123107503065479,0.0,50.0,0.0,0.5436357366191459
test std,0.0,1.5204531042579644e-14,0.0,0.08212583772338061,0.0,1.443119118362539e-14,0.0,0.07639171448172904
