,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.5591630591630596
train tissue 1,0.0,50.0,0.0,0.5717213114754095
train tissue 2,0.0,49.999999999999986,0.0,0.5163996948893972
train tissue 3,0.0,50.000000000000014,0.0,0.42170329670329654
train tissue 4,0.0,50.0,0.0,0.5591715976331362
train tissue 5,0.0,49.99999999999999,0.0,0.3750000000000001
train tissue 6,0.0,50.000000000000014,0.0,0.4686868686868687
train tissue 7,0.0,49.999999999999986,0.0,0.4671186440677966
train tissue 8,0.0,50.000000000000014,0.0,0.495934959349594
train tissue 9,0.0,50.00000000000002,0.0,0.49193548387096814
train tissue 10,0.0,49.99999999999997,0.0,0.49685534591194963
train tissue 11,0.0,50.000000000000014,0.0,0.445238095238095
train tissue 12,0.0,50.0,0.0,0.45197255574614076
train tissue 13,0.0,50.0,0.0,0.5702380952380953
train tissue 14,0.0,50.000000000000014,0.0,0.48209718670076734
train tissue 15,0.0,49.99999999999999,0.0,0.515151515151515
train tissue 16,0.0,50.000000000000014,0.0,0.42737722048066834
train tissue 17,0.0,49.99999999999997,0.0,0.4550492610837436
train tissue 18,0.0,49.999999999999986,0.0,0.4565656565656562
train mean,0.0,50.0,0.0,0.48565157094506095
train std,0.0,1.529166373896289e-14,0.0,0.0525063607511089
test tissue 0,0.0,49.99999999999999,0.0,0.5748792270531402
test tissue 1,0.0,50.00000000000002,0.0,0.4223602484472051
test tissue 2,0.0,50.00000000000002,0.0,0.6723684210526316
test tissue 3,0.0,50.000000000000014,0.0,0.5722222222222222
test tissue 4,0.0,50.00000000000002,0.0,0.516
test tissue 5,0.0,50.0,0.0,0.4314692982456141
test tissue 6,0.0,49.999999999999986,0.0,0.3493589743589746
test tissue 7,0.0,49.99999999999997,0.0,0.27352472089314167
test mean,0.0,50.000000000000014,0.0,0.4765228890341161
test std,0.0,2.07157025572446e-14,0.0,0.12302874737504008
