,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,57.93,59.03,58.34,56.41,57.92,58.49,21.04,0.758,33.11,32.45,34.72,32.17,33.11,34.25,33.45,0.5031
split 1,55.73,57.62,54.55,55.02,55.8,50.94,22.1,0.7493,32.34,32.45,30.48,34.1,32.42,28.08,33.79,0.5182
split 2,56.78,56.72,57.19,56.42,56.78,56.26,21.61,0.7598,30.74,33.88,30.77,27.56,30.82,30.14,34.59,0.5019
split 3,57.2,56.78,54.67,60.16,57.35,49.74,21.33,0.7624,33.87,35.33,31.5,34.78,34.02,27.4,32.99,0.515
split 4,55.32,56.88,52.15,56.92,55.48,46.75,22.26,0.7516,31.8,34.46,30.65,30.3,31.95,26.21,34.02,0.4875
mean,56.59,57.41,55.38,56.99,56.66,52.44,21.67,0.7562,32.37,33.71,31.62,31.78,32.46,29.21,33.77,0.5052
std,0.96,0.87,2.18,1.71,0.92,4.32,0.46,0.005,1.08,1.13,1.59,2.63,1.08,2.82,0.54,0.0109
