,F1,Acc,precision,Auc
test tissue 0,85.08287292817678,84.65909090909092,82.79569892473118,0.8295454545454546
test tissue 1,52.94117647058826,68.0,100.0,0.9533333333333333
test tissue 2,53.33333333333332,68.18181818181814,100.0,0.793939393939394
test tissue 3,78.50467289719629,74.7252747252747,68.2926829268293,0.8626373626373625
test tissue 4,60.60606060606061,71.73913043478265,100.0,0.7732919254658386
test tissue 5,40.0,62.5,100.0,0.99
test tissue 6,74.19354838709677,69.23076923076923,63.888888888888886,0.875
test tissue 7,61.111111111111114,72.0,100.0,0.8799999999999999
test tissue 8,37.49999999999999,61.53846153846153,100.0,0.9846153846153847
test mean,60.36364174817369,70.28606055779969,90.55303008227216,0.8824847616151964
test std,15.54192696015914,6.491450793426814,14.15056776052936,0.07455926317959849
