Label, Parent Label
7168,924
7537,924
7552,685
7535,685
7232,915
7542,915
7104,941
7357,941
7504,787
7514,787
7408,825
7419,825
7152,983
7167,983
7432,782
7443,782
7496,754
7359,754
7528,587
7134,587
7400,602
7416,602
7122,602
7448,751
7415,751
7064,952
7171,952
7128,953
7156,953
7480,916
7478,916
7544,1061
7054,1061
7044,1052
7499,1052
7204,721
7540,721
7268,971
7316,971
7524,664
7555,664
7444,747
7433,747
7143,747
7380,833
7367,833
7476,897
7539,897
7348,724
7305,724
7412,1017
7099,1017
7180,544
7538,544
7413,544
7372,1027
7053,1027
7116,779
7546,779
7532,653
7548,653
7404,648
7435,648
7148,806
7165,806
7452,1026
7467,1026
7516,902
7162,902
7420,736
7447,736
7170,675
7487,675
7490,1029
7422,1029
7106,1060
7377,1060
7522,670
7166,670
7138,709
7341,709
7506,1068
7505,1068
7378,1043
7125,1043
7403,1043
7391,1043
7410,1066
7118,1066
7114,865
7407,865
7466,1044
7497,1044
7082,579
7510,579
7530,883
7173,883
7402,893
7406,893
7322,674
7393,674
7465,674
7482,868
7446,868
7418,844
7513,844
7366,821
7349,821
7103,821
7110,684
7401,684
7206,943
7247,943
7334,803
7293,803
7254,667
7049,667
7126,1049
7385,1049
7182,986
7150,986
7374,1019
7547,1019
7070,1048
7259,1048
7102,1042
7363,1042
7550,912
7057,912
7041,797
7203,797
7489,1025
7511,1025
7265,1006
7071,1006
7121,913
7471,913
7345,742
7153,742
7181,742
7193,574
7183,574
7449,995
7421,995
7481,1013
7463,1013
7353,1016
7311,1016
7417,873
7383,873
7237,644
7055,644
7365,647
7347,647
7205,1003
7051,1003
7269,939
7227,939
7445,910
7151,910
7317,714
7339,714
7509,835
7327,835
7477,791
7335,791
7157,553
7149,553
7197,969
7291,969
7325,981
7323,981
7491,955
7147,955
7379,732
7351,732
7515,1050
7175,1050
