plant,time point,cell,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
ktnP1,1,3589,7.0,7.0,0.3333333333333333,0.0028115842149333,0.1077651696916526,0.0901609861670252,0.0025307532952695,0.0547708145865368,0.0683302285314426,0.0998791638705228,0.1085602099931338,75.7778957153958,49.0,254.15004741658944,0.2121212121212121,4.454545454545454,2.4025974025974026,0.6770770377574781,7.0,0.2433273206431476,0.1317422265975586,0.0001061720214384,0.1260424229342856,0.0061641515408661,0.0021769514055467,0.0547708145865368,0.0618527028740677,0.0998791638705228,0.1260424229342856,2181.3916390524973,49.0,254.15004741658944,0.2121212121212121,4.454545454545454,0.0897492781624418,0.0258421915469104,7.0,2.2585764103922608,0.0232454827785974,0.0009261357152534,0.0403724270549222,5.981080425982872e-05,0.0021722860043782,0.0547708145865368,0.0718913913759134,0.0998791638705228,0.0403724270549222,284.7603286650208,49.0,254.15004741658944,0.2121212121212121,4.454545454545454,0.6469901005535386,0.2008609811043155,7.0,52.4957,0.1668602177106851,0.0196469566383426,0.0470077954357216,8.403456811576968e-05,0.0027227085044676,0.0547708145865368,0.0747581369247135,0.0998791638705228,0.0468534569120612,10.476759570099162,49.0,254.15004741658944,0.2121212121212121,4.454545454545454,16.753358961038973,4.702889405637226
ktnP1,1,3591,7.0,7.0,0.3333333333333333,0.002785526326491,0.0391370771316259,0.0793452959421074,0.0025942478821019,0.0524107455179848,0.0589798484572719,0.0443888897312156,0.0423235812295109,73.48952713952735,43.0,208.94507370952013,0.2263157894736842,4.3,2.331578947368421,0.6936210723577698,7.0,0.229497749779701,0.1228190724600544,0.0001025136253372,0.0716696426819457,0.0001201074165315,0.0022936582801896,0.0524107455179848,0.0539235519499702,0.0443888897312156,0.0716696426819457,2255.7211635969416,43.0,208.94507370952013,0.2263157894736842,4.3,0.0775943767794195,0.0234300057678962,7.0,2.2811098000549928,0.0234430285860749,0.0008790731173038,0.0675195730235661,1.3343010932201829e-05,0.0024282646869622,0.0524107455179848,0.0528748543692512,0.0443888897312156,0.0675195730235661,294.0461520997522,43.0,208.94507370952013,0.2263157894736842,4.3,0.5926856976433051,0.1703194094906404,7.0,51.26973000000001,0.1602049516052874,0.0191933822353966,0.0437920865320265,0.0001339617909448,0.0027041132688718,0.0524107455179848,0.0573355696623958,0.0443888897312156,0.0435168545310377,10.75844946649249,43.0,208.94507370952013,0.2263157894736842,4.3,16.17822981578948,4.73646714832973
ktnP1,1,3592,7.0,7.0,0.3333333333333333,0.0027576678262718,0.0418806516272871,0.074507415020361,0.0025644558464654,0.0528295425951271,0.0550276526254969,0.0414406841786783,0.0445205185654474,73.03911088911114,43.0,222.79652383146717,0.2514619883040935,4.526315789473684,2.2514619883040936,0.872242679775865,7.0,0.3116120482380834,0.1647309440039309,0.0001093865894398,0.0134607460314345,0.0829326304436782,0.0025636670430486,0.0528295425951271,0.0564879839636783,0.0414406841786783,0.0134607460314345,2032.268804171676,43.0,222.79652383146717,0.2514619883040935,4.526315789473684,0.0917061000208283,0.0343948737567076,7.0,2.825068060415746,0.0298780512125996,0.0009204597578636,0.0283539038125699,1.6805148209212792e-06,0.0026312058358514,0.0528295425951271,0.0538919845703358,0.0414406841786783,0.0283539038125699,268.93359319463275,43.0,222.79652383146717,0.2514619883040935,4.526315789473684,0.6676020557726756,0.2831682068608996,7.0,47.4924,0.1509176869922001,0.0186943847403976,0.0557043660165064,0.0001109184642398,0.0026258561497967,0.0528295425951271,0.0531735793912724,0.0414406841786783,0.0560086656771824,10.812748225247496,43.0,222.79652383146717,0.2514619883040935,4.526315789473684,14.64610643274854,6.007866475008014
ktnP1,1,3593,7.0,7.0,0.3333333333333333,0.00280724308317,0.0826965924569664,0.079631683567973,0.0025303250432755,0.0548480492139697,0.0697497540096272,0.0804791172740913,0.0786102372111937,73.99682678432696,51.0,258.87879862677755,0.2015810276679842,4.434782608695652,2.4822134387351777,0.6370328898373147,7.0,0.2862488924175931,0.1503047811152572,0.0001094850480212,0.056521397876891,0.0006606005921487,0.0023888470247794,0.0548480492139697,0.0684905364288712,0.0804791172740913,0.056521397876891,2047.974132028788,51.0,258.87879862677755,0.2015810276679842,4.434782608695652,0.1024266992234561,0.027158846276924,7.0,2.701452314512357,0.0260758352088125,0.0009600736748435,0.0083884386711928,1.5560292746684678e-07,0.0023828775531605,0.0548480492139697,0.0797542682616257,0.0804791172740913,0.0083884386711928,261.4869898108321,51.0,258.87879862677755,0.2015810276679842,4.434782608695652,0.6937729716354439,0.2107457359883202,7.0,47.40945,0.1484635034397886,0.019195683772588,0.0588939680846734,0.0009701487251681,0.0026063756545364,0.0548480492139697,0.0732133512372898,0.0804791172740913,0.0592596631200781,10.869465774592166,51.0,258.87879862677755,0.2015810276679842,4.434782608695652,15.894141920948623,4.302527040115934
ktnP1,1,3594,5.0,5.0,0.5,0.0025789593298208,0.010103295287942,0.0650499874965557,0.001891853613311,0.0452339298959832,0.0377794640366373,0.0238373338846734,0.0104933284603789,72.0823343323346,40.0,204.1301212409854,0.261437908496732,4.444444444444445,2.2091503267973858,0.8189727500367824,5.0,0.2382894866356072,0.237244055651755,0.0001037409285573,0.0,0.044008215237938,0.0020852753430501,0.0452339298959832,0.0434558721838371,0.0238373338846734,0.0,1921.287392342697,40.0,204.1301212409854,0.261437908496732,4.444444444444445,0.08576360282134,0.0331954994138518,5.0,1.8400484839026987,0.0413748719206639,0.0008609248934117,0.0165119792790848,1.708647022792236e-06,0.0018174053345655,0.0452339298959832,0.0374293216220292,0.0238373338846734,0.0165119792790848,267.8540990678852,40.0,204.1301212409854,0.261437908496732,4.444444444444445,0.6716683816415429,0.2778036418174346,5.0,30.946600000000004,0.2262206276872493,0.0172447331705522,0.0408586654622557,0.0001017869795752,0.0017457438304145,0.0452339298959832,0.033499746016602,0.0238373338846734,0.0414032824160829,10.76861242110454,40.0,204.1301212409854,0.261437908496732,4.444444444444445,15.018048366013064,5.467875572347837
ktnP1,1,3597,6.0,6.0,0.4,0.0027579351210558,0.0260571031737375,0.0771382724580465,0.0022279690290312,0.0494926273097918,0.0539652345907095,0.0434642912659463,0.0257480422627922,73.31913641913665,43.0,211.3089304878808,0.2263157894736842,4.3,2.363157894736842,0.6305957223803925,6.0,0.2006853239750289,0.1461465077761287,0.0001021524598312,0.0545395679218256,0.0003252801494837,0.0019765643653675,0.0494926273097918,0.0486116686263211,0.0434642912659463,0.0545395679218256,2215.3900801860664,43.0,211.3089304878808,0.2263157894736842,4.3,0.0830973381750314,0.0235597097675365,6.0,1.8471393525107596,0.0293263566450973,0.0008882864052741,0.0754665149225909,1.097247932376969e-06,0.001812995068531,0.0494926273097918,0.0504631695941953,0.0434642912659463,0.0754665149225909,299.9220363592717,43.0,211.3089304878808,0.2263157894736842,4.3,0.6000594867200285,0.1866443368033552,6.0,46.422847,0.2143195378236253,0.0192980539589126,0.0402028746545666,0.0005092226355307,0.0024153968892085,0.0494926273097918,0.0565640305877736,0.0434642912659463,0.0399153673937873,10.711843443511338,43.0,211.3089304878808,0.2263157894736842,4.3,16.62773522631579,4.536849698279997
ktnP1,1,3611,6.0,6.0,0.4,0.00263028674476,0.047914381795618,0.0515718567194244,0.002220735900752,0.0499722721510488,0.0491839908644716,0.0500037592458497,0.0456035283333059,70.75958436987881,47.0,244.9964986649849,0.2238095238095238,4.476190476190476,2.3666666666666667,0.7271998296755363,6.0,0.183292174073132,0.1347115557435799,9.675199310872138e-05,0.0948138845829327,0.0133273591286703,0.0017467897914523,0.0499722721510488,0.0426414419807752,0.0500037592458497,0.0948138845829327,2082.3691073995656,47.0,244.9964986649849,0.2238095238095238,4.476190476190476,0.0812143706587429,0.026116491798002,6.0,1.5485696061263678,0.0298661598417588,0.0007984422554469,0.1558581716147008,3.7220944366977493e-09,0.0016430380226422,0.0499722721510488,0.0329855485281618,0.0500037592458497,0.1558581716147008,298.0381731428491,47.0,244.9964986649849,0.2238095238095238,4.476190476190476,0.6284550944102396,0.2524149042777179,6.0,49.28959999999999,0.2213893771252397,0.0185374445963085,0.0238435528406532,0.0022506094308797,0.0025489568904078,0.0499722721510488,0.0539270735026625,0.0500037592458497,0.0246246166029766,10.14506929514194,47.0,244.9964986649849,0.2238095238095238,4.476190476190476,16.968075219047627,5.426047840012776
ktnP1,1,3616,7.0,7.0,0.3333333333333333,0.0028183317705496,0.036352361625899,0.0834865129743851,0.0025477185678458,0.0538575244885947,0.0619284405847201,0.057098460106175,0.034695116203856,74.10361582861599,47.0,243.32795128279145,0.2238095238095238,4.476190476190476,2.3523809523809525,0.7585030054076378,7.0,0.2664661424938927,0.1405311249205369,0.0001083377767982,0.0780271962011655,0.02441788685651,0.0023279268597418,0.0538575244885947,0.0607943866592795,0.057098460106175,0.0780271962011655,2181.778464616314,47.0,243.32795128279145,0.2238095238095238,4.476190476190476,0.088113460974571,0.0287879199513288,7.0,2.673383853261548,0.0263476720841423,0.0009291482860658,0.0511645703745854,3.796135433351118e-07,0.002669836559044,0.0538575244885947,0.0634553955787305,0.057098460106175,0.0511645703745854,288.3616951580465,47.0,243.32795128279145,0.2238095238095238,4.476190476190476,0.6842923327945512,0.2195248696127312,7.0,50.06719999999999,0.1567635037749151,0.0193003164282682,0.0406346259836115,0.0002330323968816,0.0026652504097724,0.0538575244885947,0.0621891266365947,0.057098460106175,0.0402622508711385,10.8201321082272,47.0,243.32795128279145,0.2238095238095238,4.476190476190476,16.016625047619044,5.083225491976505
ktnP1,1,3617,6.0,6.0,0.4,0.0027397542823474,0.0340204853759309,0.0761167724165168,0.0022118928664854,0.04968264635262,0.0522187976816787,0.0503438225345437,0.0320674457200474,74.23517038517046,45.0,230.54664423672784,0.2368421052631578,4.5,2.3210526315789477,0.8010085558032868,6.0,0.239443618092331,0.172146880910552,0.0001062770079303,0.0825108411985165,0.0118128286231968,0.0021291405850022,0.04968264635262,0.05155898222398,0.0503438225345437,0.0825108411985165,2168.674954135663,45.0,230.54664423672784,0.2368421052631578,4.5,0.0888841785006019,0.0304297212971662,6.0,2.0205856775139464,0.0299999382624236,0.0009009044828776,0.0315817357690873,3.389055506375834e-07,0.0020673547250593,0.04968264635262,0.0517686767257331,0.0503438225345437,0.0315817357690873,280.1252716556129,45.0,230.54664423672784,0.2368421052631578,4.5,0.6773526857583414,0.2500532923543472,6.0,41.18262,0.186772568341609,0.0187311911279861,0.0442415620214885,0.0003619192309489,0.0021965095793834,0.04968264635262,0.052076632512266,0.0503438225345437,0.0445149531992981,11.01791689547958,45.0,230.54664423672784,0.2368421052631578,4.5,15.497117689473669,5.523131965873884
ktnP1,1,3618,6.0,6.0,0.4,0.0026690511716161,0.0180333529737833,0.0570304792988492,0.0022216776763991,0.049321528612645,0.0502763630863126,0.0339827622765316,0.0198044496235625,70.89557109557134,42.0,209.17227338057185,0.2456140350877193,4.421052631578948,2.304093567251462,0.794981481988564,6.0,0.2584147404310122,0.1852297978394599,0.0001065396408634,0.0590918901948472,0.0621988484746232,0.0021494681421651,0.049321528612645,0.0544200969446533,0.0339827622765316,0.0590918901948472,1941.1058173011136,42.0,209.17227338057185,0.2456140350877193,4.421052631578948,0.0988631313037576,0.0350999936223412,6.0,2.1528989793427504,0.0308621941609241,0.0009002652441275,0.0732295979436061,4.2146783898012233e-07,0.0021217548733094,0.049321528612645,0.0549174870639347,0.0339827622765316,0.0732295979436061,267.93141907881176,42.0,209.17227338057185,0.2456140350877193,4.421052631578948,0.6824319957968964,0.2565505211308115,6.0,40.2719,0.182641217868953,0.0180562767280225,0.0356645259928427,9.721222342709172e-05,0.0022405766733079,0.049321528612645,0.0491142812796749,0.0339827622765316,0.0360732416541524,10.68114423979895,42.0,209.17227338057185,0.2456140350877193,4.421052631578948,14.738964093567258,4.994955094544863
