,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,84.75,84.39,82.84,0.9127,41.89,60.36,78.44,0.8096
split 1,83.16,82.81,81.48,0.9053,81.43,77.19,68.67,0.8949
split 2,83.46,83.21,82.21,0.9107,70.29,73.21,78.88,0.826
split 3,75.91,76.11,76.56,0.8255,79.12,76.25,70.59,0.8464
split 4,81.59,80.97,79.03,0.8839,77.83,78.04,78.59,0.8587
split 5,82.37,81.93,80.4,0.8936,79.2,77.43,73.45,0.8645
mean,81.87,81.57,80.42,0.8886,71.63,73.75,74.77,0.85
std,2.84,2.66,2.12,0.0299,13.75,6.19,4.11,0.0275
