,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.5868454661558112
train tissue 1,0.0,49.999999999999986,0.0,0.47346600331674926
train tissue 2,0.0,50.0,0.0,0.5189669087974169
train tissue 3,0.0,50.000000000000014,0.0,0.445263157894737
train tissue 4,0.0,49.999999999999986,0.0,0.5270061728395061
train tissue 5,0.0,50.000000000000014,0.0,0.4729729729729732
train tissue 6,0.0,50.000000000000014,0.0,0.6258503401360547
train tissue 7,0.0,50.0,0.0,0.48150470219435754
train tissue 8,0.0,49.99999999999999,0.0,0.5139353400222965
train tissue 9,0.0,50.00000000000002,0.0,0.51176051318603
train tissue 10,0.0,49.99999999999997,0.0,0.49473684210526314
train tissue 11,0.0,50.0,0.0,0.418044077134986
train tissue 12,0.0,50.00000000000002,0.0,0.42642140468227424
train tissue 13,0.0,50.0,0.0,0.5049415992812216
train tissue 14,0.0,49.99999999999998,0.0,0.4593301435406697
train tissue 15,0.0,50.000000000000014,0.0,0.583928571428572
train tissue 16,0.0,49.999999999999986,0.0,0.364583333333333
train tissue 17,0.0,49.999999999999986,0.0,0.5551378446115286
train tissue 18,0.0,49.99999999999997,0.0,0.496296296296296
train mean,0.0,50.0,0.0,0.4979469310489513
train std,0.0,1.5635339543114833e-14,0.0,0.061459000584600125
test tissue 0,0.0,50.0,0.0,0.4274285714285719
test tissue 1,0.0,50.00000000000002,0.0,0.5820895522388061
test tissue 2,0.0,49.999999999999986,0.0,0.4450354609929076
test tissue 3,0.0,50.0,0.0,0.5679012345679011
test tissue 4,0.0,49.999999999999986,0.0,0.4347290640394086
test tissue 5,0.0,49.999999999999986,0.0,0.5357142857142857
test tissue 6,0.0,49.99999999999999,0.0,0.4205128205128208
test tissue 7,0.0,49.999999999999986,0.0,0.5377358490566035
test mean,0.0,50.0,0.0,0.49389335481891317
test std,0.0,1.2809491335957507e-14,0.0,0.06385204323760363
