,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4996,0.0,50.0,0.0,0.5003
split 1,0.0,50.0,0.0,0.5076,0.0,50.0,0.0,0.4941
split 2,0.0,50.0,0.0,0.4997,0.0,50.0,0.0,0.4917
split 3,0.0,50.0,0.0,0.5222,0.0,50.0,0.0,0.452
split 4,0.0,50.0,0.0,0.5069,0.0,50.0,0.0,0.5852
split 5,0.0,50.0,0.0,0.5063,0.0,50.0,0.0,0.5351
mean,0.0,50.0,0.0,0.5071,0.0,50.0,0.0,0.5097
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0415
test mean,0.0,50.0,0.0,0.4979469310489513,0.0,50.0,0.0,0.49389335481891317
test std,0.0,1.5635339543114833e-14,0.0,0.061459000584600125,0.0,1.2809491335957507e-14,0.0,0.06385204323760363
