,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.526,0.0,50.0,0.0,0.53
split 1,0.0,50.0,0.0,0.5243,0.0,50.0,0.0,0.5474
split 2,0.0,50.0,0.0,0.5255,0.0,50.0,0.0,0.5033
split 3,0.0,50.0,0.0,0.5245,0.0,50.0,0.0,0.5017
split 4,0.0,50.0,0.0,0.5257,0.0,50.0,0.0,0.5018
split 5,0.0,50.0,0.0,0.5128,0.0,50.0,0.0,0.5628
mean,0.0,50.0,0.0,0.5231,0.0,50.0,0.0,0.5245
std,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0242
test mean,0.0,50.0,0.0,0.5136201157610556,0.0,50.0,0.0,0.518522687972285
test std,0.0,1.4396625406603727e-14,0.0,0.06358554483775052,0.0,2.040878629308206e-14,0.0,0.028794413618306963
