,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5877,0.0,50.0,0.0,0.4981
split 1,0.0,50.0,0.0,0.5492,0.0,50.0,0.0,0.4754
split 2,0.0,50.0,0.0,0.5492,0.0,50.0,0.0,0.5429
split 3,0.0,50.0,0.0,0.5506,0.0,50.0,0.0,0.6315
split 4,0.0,50.0,0.0,0.5443,0.0,50.0,0.0,0.5471
split 5,0.0,50.0,0.0,0.5489,0.0,50.0,0.0,0.5642
mean,0.0,50.0,0.0,0.555,0.0,50.0,0.0,0.5432
std,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0498
test mean,0.0,50.0,0.0,0.5469261250434376,0.0,50.00000000000001,0.0,0.5363539402170565
test std,0.0,1.70187105622355e-14,0.0,0.060049873995820895,0.0,8.331852114593072e-15,0.0,0.05026441432420658
