,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.16,49.43,38.61,44.44,44.86,45.88,41.42,47.08,49.15,0.6322,25.64,46.43,22.27,8.21,32.68,31.83,33.53,29.57,32.39,0.5355
split 1,36.83,51.24,24.39,34.86,40.83,44.18,38.21,49.63,44.69,0.6174,30.57,43.03,24.57,24.1,33.55,34.52,32.51,35.29,35.75,0.495
split 2,44.43,50.27,43.53,39.49,45.2,46.31,41.87,48.76,48.29,0.6361,29.32,36.9,25.44,25.63,30.54,31.03,29.69,33.29,30.12,0.4892
split 3,40.76,50.07,32.33,39.87,42.71,45.14,39.26,50.17,45.98,0.6294,29.96,36.29,22.01,31.59,30.9,30.73,31.91,30.28,30.02,0.4929
split 4,37.33,51.32,33.08,27.6,41.34,46.05,37.68,51.48,48.99,0.6219,31.53,42.15,16.58,35.85,34.23,33.58,33.39,29.43,37.91,0.4892
split 5,39.68,51.56,32.84,34.64,42.27,44.48,39.6,49.21,44.64,0.6214,29.85,26.97,21.88,40.71,31.65,31.11,30.08,30.37,32.88,0.4902
mean,40.53,50.65,34.13,36.81,42.87,45.34,39.67,49.39,46.96,0.6264,29.48,38.63,22.13,27.68,32.26,32.13,31.85,31.37,33.18,0.4987
std,2.97,0.77,5.91,5.29,1.65,0.8,1.53,1.34,1.92,0.0066,1.85,6.29,2.82,10.39,1.35,1.42,1.5,2.17,2.86,0.0166
test mean,34.92079130728897,47.37047479759146,27.14054982433644,30.25134929993905,39.624010487497394,40.94258647661537,37.967291186103054,39.6058672167169,45.25460102702617,0.6072034789343123,26.328364303332485,42.0257820040713,17.945250012127637,19.014060893798522,31.04111167412933,29.224756920702283,32.25848626438456,29.249638373246174,26.16614612447613,0.4790284987937013
test std,7.712676026783083,6.101900165652139,14.97488827481894,14.41029234057581,4.3835094571182,7.11931933247382,5.0542099752951,14.98746124143447,18.56623186346481,0.036534282336657405,4.555996957163323,4.881919184660649,8.234256993324887,12.66562749962803,4.299574308251273,7.793872411662757,3.4930331179524807,13.887314205113825,11.229754425149846,0.05195272687420074
