,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.86,45.61,42.91,43.04,44.0,44.88,40.14,49.67,44.82,0.6302,27.91,36.59,10.1,37.03,31.23,29.53,31.93,24.97,31.7,0.4901
split 1,44.93,48.16,45.01,41.62,45.2,46.06,41.75,51.35,45.09,0.6311,33.38,34.78,34.59,30.76,33.44,34.5,30.21,41.17,32.11,0.4632
split 2,44.22,47.59,43.21,41.85,44.53,45.29,41.19,47.35,47.31,0.6396,30.24,37.64,27.27,25.82,31.03,30.92,31.93,32.8,28.04,0.4933
split 3,44.88,46.95,42.49,45.2,45.06,45.69,41.5,47.71,47.86,0.6364,33.23,31.05,41.94,26.71,34.52,34.58,34.46,34.42,34.86,0.4849
split 4,44.23,46.83,42.92,42.95,44.36,44.66,42.95,47.79,43.25,0.629,31.3,41.05,26.15,26.7,32.84,32.71,33.11,32.27,32.75,0.5055
split 5,44.45,47.49,41.45,44.42,44.75,45.51,41.88,49.65,45.0,0.6257,28.43,45.48,24.97,14.84,34.66,44.17,32.23,39.3,60.97,0.5703
mean,44.43,47.1,43.0,43.18,44.65,45.35,41.57,48.92,45.56,0.632,30.75,37.77,27.5,26.98,32.95,34.4,32.31,34.15,36.74,0.5012
std,0.38,0.8,1.06,1.28,0.41,0.47,0.84,1.42,1.57,0.0046,2.12,4.58,9.75,6.63,1.43,4.73,1.29,5.25,11.02,0.0334
test mean,41.737790375227945,43.47041590106064,42.639377196932124,39.103578027691086,43.14955511225547,45.64691856363711,41.71703758849273,49.46056148535396,45.76315661706466,0.6202036898067906,27.609391076356758,28.99228779998538,24.596220200411437,29.239665228673463,31.005106566110072,28.198415842085893,28.34041701874904,27.061907889690193,29.19292261781844,0.4824672768391588
test std,5.905448061211633,10.22318270073711,9.881795023972177,9.85854730507985,5.230521172292153,5.914375327991901,9.973834229189764,11.415497782583069,9.6933660277455,0.0520842380730472,3.1961251141106124,14.825575697882519,13.614792580170699,10.037740978071046,3.9494804689127516,4.37568265823906,11.454928986240551,8.309070128600249,4.806344439725287,0.02731779114245814
