,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.63,51.71,38.76,37.42,44.21,45.93,41.15,46.58,50.07,0.6345,27.48,46.74,25.2,10.49,33.59,32.31,34.17,32.82,29.96,0.5268
split 1,40.8,50.95,32.94,38.5,42.92,45.24,39.62,49.14,46.97,0.635,22.91,30.1,24.08,14.56,23.93,23.63,24.67,28.81,17.42,0.4453
split 2,43.5,50.59,38.69,41.24,44.52,45.86,41.62,50.44,45.52,0.6389,29.41,44.34,13.66,30.23,33.16,31.72,34.59,28.72,31.86,0.5232
split 3,44.93,51.18,38.09,45.53,45.93,47.43,42.73,52.53,47.03,0.6387,25.15,21.48,15.11,38.86,27.86,26.07,26.01,21.77,30.44,0.4619
split 4,43.65,52.49,36.92,41.54,45.07,46.44,42.68,51.04,45.59,0.6373,33.17,38.88,25.56,35.05,34.29,35.38,31.62,36.96,37.56,0.4908
split 5,41.56,51.05,32.92,40.71,43.49,45.6,40.18,49.43,47.19,0.631,34.95,42.73,36.98,25.13,36.19,35.99,35.64,39.2,33.14,0.4929
mean,42.85,51.33,36.39,40.82,44.36,46.08,41.33,49.86,47.06,0.6359,28.84,37.38,23.43,25.72,31.5,30.85,31.12,31.38,30.06,0.4901
std,1.37,0.62,2.52,2.57,0.99,0.7,1.17,1.84,1.51,0.0028,4.22,8.88,7.71,10.3,4.23,4.56,4.28,5.78,6.18,0.0296
test mean,37.78001044076591,47.86374203879691,30.414145827242816,35.06214345625803,40.70898579873638,43.685901473506135,38.50512552399699,48.07645301897044,44.47612587755097,0.6183367856037515,33.77062745327588,41.42859248089502,29.25816085540095,30.625129023531684,35.824064845633316,36.50245277618166,34.79882294819436,36.23139820526088,38.477137175089766,0.5129621635905066
test std,5.568997330704677,7.440031991839095,13.506076958307647,9.644511836602605,5.065245996416417,8.943933385051682,5.956108930370198,19.852271260665034,11.769326838519289,0.03949753670117243,5.692390420376751,5.337920016277392,13.136644179463762,6.932359649215776,5.069196736138851,5.655018209397862,4.607480654250136,9.123938101041057,7.7609863590146615,0.03901577258032786
