,F1,Acc,precision,Auc
test tissue 0,81.48148148148148,82.95454545454545,89.1891891891892,0.9147727272727272
test tissue 1,48.484848484848506,65.99999999999999,100.0,0.94
test tissue 2,42.85714285714285,63.636363636363605,100.0,0.9121212121212122
test tissue 3,55.555555555555536,69.23076923076921,100.0,0.8846153846153846
test tissue 4,46.666666666666664,65.21739130434786,100.0,0.9099378881987578
test tissue 5,70.96774193548387,77.5,100.0,0.94
test tissue 6,70.0,76.92307692307693,100.0,0.9326923076923077
test tissue 7,38.70967741935485,62.000000000000014,100.0,0.9422222222222222
test tissue 8,47.05882352941176,65.38461538461539,100.0,0.9846153846153847
test mean,55.75354865888285,69.87186243707983,98.7987987987988,0.928997458526444
test std,14.000846333688356,6.969091872371797,3.3975100597551826,0.026550158407249738
