,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.69,50.01,0.0,21.07,35.29,25.79,34.35,0.0,43.01,0.5770000000000001,19.23,48.63,0.0,9.06,32.95,22.61,32.84,0.0,34.98,0.5269
split 1,26.84,49.7,0.34,30.49,36.57,59.68,34.91,100.0,44.13,0.5733,25.79,48.54,0.0,28.82,35.77,28.38,33.61,0.0,51.53,0.5617
split 2,30.08,50.12,5.87,34.24,38.22,50.77,35.64,70.42,46.25,0.5857,25.77,42.21,4.04,31.04,32.03,37.07,31.37,47.08,32.77,0.5243
split 3,23.96,50.3,0.39,21.18,35.79,61.25,34.38,100.0,49.38,0.579,25.37,50.11,0.0,26.01,36.19,27.08,34.64,0.0,46.59,0.5307
split 4,26.58,49.37,0.0,30.35,36.41,26.84,34.53,0.0,46.0,0.5778,26.48,50.66,0.0,28.77,36.62,25.62,35.61,0.0,41.24,0.5452
split 5,27.49,50.02,1.44,31.02,37.18,55.3,34.95,82.83,48.11,0.5770000000000001,24.45,47.51,0.0,25.83,33.92,23.06,33.52,0.0,35.65,0.5163
mean,26.44,49.92,1.34,28.06,36.57,46.6,34.79,58.87,46.15,0.5783,24.51,47.94,0.67,24.92,34.58,27.3,33.6,7.85,40.46,0.5342
std,2.17,0.3,2.08,5.07,0.95,14.73,0.44,42.86,2.17,0.0037,2.44,2.77,1.51,7.32,1.72,4.82,1.33,17.54,6.74,0.0151
test mean,25.86922621817607,49.77419250937234,0.45766590389016004,27.37582024126572,36.38432249836371,30.148498266186337,34.7785410617296,5.2631578947368425,50.403795842092556,0.57561236436769,26.15475113952698,49.71999310741586,0.0,28.74426031116508,35.86647310067526,24.795292781414357,35.18630947751786,0.0,39.199568866725215,0.5666510000201774
test std,3.546249768298025,1.9970313553850316,1.9417119849516178,10.45462317904702,2.770189366042544,9.778526837392112,1.6036404913912499,22.329687826943612,16.55268555817537,0.05904423598409777,2.6811853475935816,2.3384209338817765,0.0,7.363910455574011,2.6832115547500477,3.8729865078002668,1.397181618187811,0.0,11.135780856509488,0.023803544852674934
