,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,65.25,66.71,70.96,58.08,65.54,65.4,64.22,68.34,63.62,0.815,54.03,58.02,62.04,42.03,55.15,54.9,56.22,55.21,53.26,0.7408
split 1,58.46,61.91,65.08,48.39,58.85,58.42,59.69,62.72,52.86,0.7682,61.99,66.68,66.07,53.22,62.03,62.03,68.35,64.03,53.71,0.8037
split 2,61.16,65.13,67.39,50.97,61.54,61.14,62.17,65.79,55.47,0.7962,54.32,56.4,57.52,49.05,54.21,54.56,56.68,59.85,47.13,0.7246
split 3,58.89,62.3,64.46,49.91,59.2,58.86,60.18,62.46,53.95,0.7676,56.91,64.2,66.4,40.14,58.46,57.6,57.52,63.01,52.26,0.7959
split 4,58.13,62.51,64.51,47.37,58.64,58.14,59.73,61.8,52.9,0.7683,58.17,63.4,67.53,43.56,59.57,59.27,57.57,62.77,57.48,0.781
split 5,58.69,62.08,65.37,48.64,59.16,58.72,59.82,62.31,54.04,0.7714,57.53,59.99,65.22,47.39,57.92,57.47,57.92,62.87,51.63,0.7589
mean,60.1,63.44,66.3,50.56,60.49,60.11,60.97,63.9,55.47,0.7811,57.16,61.45,64.13,45.9,57.89,57.64,59.04,61.29,52.58,0.7675
std,2.51,1.82,2.3,3.55,2.45,2.56,1.69,2.37,3.75,0.0182,2.66,3.61,3.41,4.46,2.63,2.55,4.2,3.0,3.07,0.0287
