,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4975,0.0,50.0,0.0,0.4644
split 1,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.4554
split 2,0.0,50.0,0.0,0.4967,0.0,50.0,0.0,0.556
split 3,0.0,50.0,0.0,0.485,0.0,50.0,0.0,0.5612
split 4,0.0,50.0,0.0,0.4938,0.0,50.0,0.0,0.5305
split 5,0.0,50.0,0.0,0.5229,0.0,50.0,0.0,0.4094
mean,0.0,50.0,0.0,0.4986,0.0,50.0,0.0,0.4961
std,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0565
test mean,0.0,50.0,0.0,0.5022366939332193,0.0,49.99999999999999,0.0,0.5215902296492902
test std,0.0,1.2731463251543875e-14,0.0,0.07878688645005352,0.0,2.4741787777998282e-14,0.0,0.07544179704075643
