,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,24.65,51.3,2.04,20.6,36.08,42.08,35.36,49.96,40.93,0.5836,19.8,47.69,0.0,11.71,32.29,20.79,32.5,0.0,29.88,0.5691
split 1,17.84,50.27,0.69,2.57,33.84,50.88,33.59,53.76,65.3,0.5802,18.27,50.09,4.74,0.0,33.77,26.36,33.55,45.53,0.0,0.6088
split 2,17.2,50.01,0.43,1.17,33.5,49.29,33.38,41.48,73.02,0.5959,17.14,50.16,1.27,0.0,33.55,27.93,33.48,50.32,0.0,0.5101
split 3,16.8,50.02,0.0,0.37,33.39,44.45,33.35,0.0,100.0,0.588,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5247
split 4,17.66,50.17,1.1,1.72,33.72,51.03,33.51,63.83,55.74,0.5879,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.53
split 5,17.41,50.19,0.38,1.67,33.59,37.14,33.53,37.75,40.14,0.5831,17.49,50.15,2.33,0.0,33.73,44.49,33.46,100.0,0.0,0.5471
mean,18.59,50.33,0.77,4.68,34.02,45.81,33.79,41.13,62.52,0.5864,17.67,49.68,1.39,1.95,33.33,23.63,33.28,32.64,4.98,0.5483
std,2.73,0.44,0.66,7.15,0.93,5.1,0.71,20.23,20.56,0.0051,1.1,0.89,1.73,4.37,0.5,11.42,0.36,37.0,11.14,0.0328
test mean,17.8157411956525,51.02329324442537,1.136929055530835,1.2870012870012868,34.51607210414799,15.882575109586101,34.36287115720463,9.883493627335993,3.4013605442176873,0.5869604889547526,16.699735449735442,50.09920634920632,0.0,0.0,33.33333333333333,11.14066193853427,33.42198581560281,0.0,0.0,0.5240428302849045
test std,2.5656721890687524,3.5990061202596166,3.211727198502302,5.7556447297291875,3.71093254347126,9.644103401759407,3.571604657313717,25.575664627755238,15.211346785712859,0.08554568555606454,0.08749177615954382,0.2624753284786311,0.0,0.0,5.617333549722722e-15,0.07818414039788905,0.23455242119366773,0.0,0.0,0.05052397885742807
