,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5109,0.0,50.0,0.0,0.5194
split 1,0.0,50.0,0.0,0.5374,0.0,50.0,0.0,0.4817
split 2,0.0,50.0,0.0,0.5453,0.0,50.0,0.0,0.4719
split 3,0.0,50.0,0.0,0.5256,0.0,50.0,0.0,0.4968
split 4,0.0,50.0,0.0,0.5315,0.0,50.0,0.0,0.4597
split 5,0.0,50.0,0.0,0.5231,0.0,50.0,0.0,0.557
mean,0.0,50.0,0.0,0.529,0.0,50.0,0.0,0.4977
std,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0326
test mean,0.0,50.0,0.0,0.5216149407725204,0.0,50.00000000000001,0.0,0.49243061509019864
test std,0.0,1.8657311011437966e-14,0.0,0.07959811816523911,0.0,1.5688358818848954e-14,0.0,0.05775311070776151
