,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4998,0.0,50.0,0.0,0.4493
split 1,0.0,50.0,0.0,0.4805,0.0,50.0,0.0,0.4817
split 2,0.0,50.0,0.0,0.4669,0.0,50.0,0.0,0.4647
split 3,0.0,50.0,0.0,0.5049,0.0,50.0,0.0,0.4849
split 4,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.4283
split 5,0.0,50.0,0.0,0.4939,0.0,50.0,0.0,0.5232
mean,0.0,50.0,0.0,0.4887,0.0,50.0,0.0,0.472
std,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0299
test mean,0.0,50.0,0.0,0.47383254224494825,0.0,49.999999999999986,0.0,0.5010513451470445
test std,0.0,1.363836858469928e-14,0.0,0.08827491460945297,0.0,1.8115356374411762e-14,0.0,0.09718873107667314
