,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4743,0.0,50.0,0.0,0.5232
split 1,0.0,50.0,0.0,0.4897,0.0,50.0,0.0,0.4681
split 2,0.0,50.0,0.0,0.4912,0.0,50.0,0.0,0.4603
split 3,0.0,50.0,0.0,0.4842,0.0,50.0,0.0,0.4869
split 4,0.0,50.0,0.0,0.4848,0.0,50.0,0.0,0.4843
split 5,0.0,50.0,0.0,0.4801,0.0,50.0,0.0,0.515
mean,0.0,50.0,0.0,0.484,0.0,50.0,0.0,0.4897
std,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0228
test mean,0.0,50.0,0.0,0.4815526870201362,0.0,50.00000000000001,0.0,0.502947203595488
test std,0.0,1.8657311011437966e-14,0.0,0.059275851944195816,0.0,1.5688358818848954e-14,0.0,0.06767776047908365
