,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,17.93856387615891,49.87815289663388,0.0,3.937538731842851,33.46280602636535,23.072798617217188,33.41653826651224,0.0,35.80185758513932,0.5504191321499013
train tissue 1,23.21883244639209,49.64883156684971,0.0,20.007665772326565,35.20114942528735,27.981957840355097,33.84990423123803,0.0,50.09596928982726,0.5258956916099773
train tissue 2,18.370560876650263,50.0620137557786,0.0,5.049668874172182,33.68778614680256,23.980032492856527,33.57531760435576,0.0,38.36477987421383,0.5994238683127572
train tissue 3,22.43328352286639,51.598915989159934,0.0,15.700934579439242,36.27450980392158,35.31878190604715,34.769905040175345,0.0,71.1864406779661,0.6182727183609451
train tissue 4,21.119953945732806,52.56173977147072,0.0,10.7981220657277,35.483870967741936,22.914508393285377,35.65000000000001,0.0,33.09352517985612,0.5835356688634524
train tissue 5,18.18181818181818,54.54545454545454,0.0,0.0,33.33333333333333,12.5,37.5,0.0,0.0,0.5761316872427983
train tissue 6,19.137690807581777,49.546062354845546,7.867010067899787,0.0,33.26118326118326,20.899915494549887,33.482355179301834,29.217391304347824,0.0,0.5639184142487791
train tissue 7,23.1213761142312,50.646903655319676,0.0,18.717224687373932,35.887611749680715,31.220539208065457,34.32657926102502,0.0,59.33503836317136,0.59984375
train tissue 8,40.775669831401835,56.61764705882353,0.0,65.70936243538196,49.81684981684983,39.37601764380377,40.830755634114006,0.0,77.29729729729729,0.6893860561914672
train tissue 9,28.173530540290965,50.32276168688892,2.733587273134665,31.46424266084931,37.56420123656328,43.8044360804329,35.18315571339462,46.21212121212122,50.01803131578284,0.5242377387152778
train tissue 10,18.622398532392612,49.75590155700662,0.0,6.111294040171219,32.961309523809526,18.274413008676053,33.66500829187404,0.0,21.158230734154124,0.535680469637672
train tissue 11,24.484740214626203,51.35394047771109,0.0,22.100280166167522,36.738906088751285,30.559485469128678,34.987338247195716,0.0,56.69111816019032,0.5618393930090786
train tissue 12,27.773542479627945,51.873968411588734,0.0,31.446659027295095,38.74840357598978,33.70107814187509,35.600025785775514,0.0,65.50320863984975,0.6048072562358277
train tissue 13,29.479673628230955,48.116269225342165,12.121212121212132,28.20153953813857,37.022332506203476,60.47379576720764,33.61593059936908,100.0,47.805456702253856,0.5797331219447748
train tissue 14,25.710325710325705,54.05405405405405,0.0,23.07692307692307,38.33333333333332,29.012345679012338,37.03703703703703,0.0,49.999999999999986,0.5523298816568046
train tissue 15,20.29990725725081,51.197915807871695,0.0,9.701805963880732,34.39989961729093,21.481832018855723,34.72532880021465,0.0,29.72016725635252,0.577
train tissue 16,16.66666666666666,49.999999999999986,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333333,0.0,0.0,0.614795918367347
train tissue 17,20.292996978058085,45.76271186440681,0.0,15.11627906976744,30.626780626780636,18.52067977067978,31.925675675675702,0.0,23.636363636363637,0.5494276795005204
train tissue 18,19.762666554561395,48.382645370848756,0.0,10.90535429283543,32.68199233716475,20.94836089099593,32.90151201624628,0.0,29.943570656741507,0.5984237192719084
train tissue 19,26.453781842882336,50.90260980267348,6.754772393538916,21.703963332434615,36.52721958348557,46.28650502118624,35.28788788082043,62.16216216216216,41.40946502057613,0.6439471879286695
train tissue 20,28.31417624521072,36.66666666666666,0.0,48.27586206896551,34.19913419913419,26.154817755322984,26.99386503067484,0.0,51.470588235294116,0.6519274376417233
train mean,23.3491502977599,50.16643650092359,1.4036467550374045,18.477367637318714,35.69266411871457,28.45682915765071,34.41225969658732,11.31388927041101,39.64433850595382,0.5857607995661752
train std,5.46915949744442,3.7786914054498006,3.2406522836404696,16.003742494882857,3.75216178262918,11.526422642336946,2.4996762094714495,25.971838784990762,21.666561771486844,0.041480835810678865
test tissue 0,25.4996638167045,48.307667757121294,0.0,28.191323692992214,35.83118001722654,30.442175561978786,33.16607138944288,0.0,58.160455296493474,0.5519843066244152
test tissue 1,26.254452093860852,51.396126241274246,0.0,27.36723004030831,37.66529867761059,32.03506916124442,35.179514788519164,0.0,60.92569269521411,0.5832823827408508
test tissue 2,25.906908910406926,43.33958724202629,0.0,34.38113948919449,33.703703703703695,25.28736026649462,30.758988015978723,0.0,45.10309278350515,0.5184383656509696
test tissue 3,21.241470353223367,33.71369294605809,0.0,30.010718113612008,26.129426129426125,18.46088036876969,26.09393817743878,0.0,29.288702928870286,0.5087463556851312
test tissue 4,24.34877576851814,51.25958378970428,0.0,21.786743515850155,35.95238095238095,25.06346046659766,35.40090771558246,0.0,39.78947368421052,0.5494441929480408
test tissue 5,21.818990761272612,50.23345234825602,0.0,15.223519935561816,34.44273766854412,23.327337896002778,34.32163632951778,0.0,35.66037735849056,0.623284023668639
test tissue 6,23.81125226860254,48.275862068965516,0.0,23.1578947368421,35.06493506493506,31.324986958789776,32.863849765258216,0.0,61.11111111111111,0.5905952919873246
test tissue 7,17.885776945785015,47.986267282332435,0.0,5.671063555022607,32.09268381682174,19.62364256395136,32.32286654667747,0.0,26.54806114517661,0.5047232131060907
test mean,23.34591136479674,46.81402995946728,0.0,23.223704134922965,33.8602932538311,25.695614155478637,32.51347159105194,0.0,44.57337087538398,0.5538122665514327
test std,2.6798431103491427,5.498677500726541,0.0,8.562748526922405,3.3061489141645564,4.8707495194882515,2.8193114614630397,0.0,13.165507682211564,0.03994090886104695
