,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.35,49.97,17.07,8.99,35.71,42.74,34.34,46.63,47.25,0.5979,23.07,46.87,22.36,0.0,32.49,21.05,33.21,29.95,0.0,0.483
split 1,37.92,49.6,29.15,35.01,40.4,41.79,38.41,43.49,43.48,0.5961,33.82,46.69,39.47,15.3,37.78,38.66,36.91,38.6,40.47,0.5545
split 2,41.2,49.93,33.2,40.48,42.75,44.04,40.32,47.25,44.55,0.6142,30.19,41.11,14.25,35.21,33.16,32.62,34.14,31.36,32.36,0.5213
split 3,30.75,50.31,6.02,35.91,38.59,45.9,36.04,55.26,46.4,0.607,20.21,48.85,1.32,10.45,32.72,25.09,33.36,10.02,31.89,0.4596
split 4,39.37,49.07,33.44,35.61,40.96,41.75,39.42,43.73,42.08,0.6027,22.39,48.38,6.72,12.07,32.24,27.13,33.84,22.55,24.99,0.5255
split 5,40.32,48.51,31.86,40.59,41.64,42.29,40.3,44.46,42.11,0.6043,33.3,36.15,28.9,34.85,33.8,35.43,34.04,41.84,30.43,0.5148
mean,35.82,49.56,25.12,32.77,40.01,43.08,38.14,46.8,44.31,0.6037,27.16,44.67,18.84,17.98,33.7,30.0,34.25,29.05,26.69,0.5098
std,5.8,0.61,10.21,10.87,2.3,1.47,2.24,4.03,1.98,0.006,5.46,4.57,13.0,12.93,1.89,6.11,1.24,10.53,12.77,0.0306
test mean,32.81122924735951,48.90531845632617,20.56224879837694,28.966120487375413,38.432338451409336,37.43457628463803,37.634323828788546,34.59816249778638,40.07124252733914,0.6039692798456299,26.145637892133145,41.96267481975978,11.287281892714859,25.186956963924793,33.54806998650572,32.61482446752817,32.4266318471739,28.7210739563653,36.696767599045316,0.5295090302386831
test std,8.644941778038636,7.307009299372304,13.90529194603662,15.265377099099343,6.587857901377357,11.27344631784209,5.367903964543292,19.773270617762915,17.075271560665353,0.062268987339812,2.67795210050011,9.412262002293442,11.587654953238678,14.318749595311813,3.725484978869876,14.693075035651722,4.840530594432843,30.934173775433344,19.295290994981173,0.07311457348230173
