,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5656,0.0,50.0,0.0,0.5037
split 1,0.0,50.0,0.0,0.5714,0.0,50.0,0.0,0.4475
split 2,0.0,50.0,0.0,0.5459,0.0,50.0,0.0,0.5261
split 3,3.42,50.68,82.32,0.5516,0.0,49.53,0.0,0.4693
split 4,2.05,50.52,100.0,0.5632,0.0,50.0,0.0,0.4239
split 5,1.53,50.39,100.0,0.5504,0.0,50.0,0.0,0.5214
mean,1.17,50.26,47.05,0.558,0.0,49.92,0.0,0.482
std,1.29,0.28,47.42,0.0092,0.0,0.18,0.0,0.0381
test mean,1.9349845201238394,50.54041353383459,10.526315789473685,0.5285719365585617,0.0,50.00000000000001,0.0,0.49831948314023156
test std,6.036159321469117,1.7050566312525135,30.68922049918581,0.0707503297696971,0.0,1.5280799322856756e-14,0.0,0.11329389395620275
