,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5101,0.0,50.0,0.0,0.5143
split 1,0.0,50.0,0.0,0.5277,0.0,50.0,0.0,0.549
split 2,0.0,50.0,0.0,0.5162,0.0,50.0,0.0,0.4797
split 3,0.0,50.0,0.0,0.4805,0.0,50.0,0.0,0.4359
split 4,0.0,50.0,0.0,0.5258,0.0,50.0,0.0,0.5823
split 5,0.0,50.0,0.0,0.542,0.0,50.0,0.0,0.5046
mean,0.0,50.0,0.0,0.517,0.0,50.0,0.0,0.511
std,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0469
test mean,0.0,50.0,0.0,0.4714489185209054,0.0,50.0,0.0,0.509088070822469
test std,0.0,1.4761154623573517e-14,0.0,0.0625965656400026,0.0,1.2047838252593955e-14,0.0,0.06075783280674003
