,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5695,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5401
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5651
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.573,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5198
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5605,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5703
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.579
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5782
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5639,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5588
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217
test mean,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.333333333333336,0.0,0.0,0.5643857270132882,16.666666666666668,50.00000000000001,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333334,0.0,0.0,0.544707102020071
test std,1.175748622957857e-14,3.365046035698838e-14,0.0,0.0,6.202125468803171e-15,1.0350595339883378e-14,3.038408543857536e-14,0.0,0.0,0.053937718086961475,1.767452739021671e-14,5.2695259619608684e-14,0.0,0.0,7.944109290391274e-15,1.4954667051798807e-14,4.486839678575581e-14,0.0,0.0,0.04322505027726204
