,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.586206896551724
train tissue 1,0.0,49.999999999999986,0.0,0.5597290640394087
train tissue 2,0.0,49.999999999999986,0.0,0.40961098398169316
train tissue 3,0.0,50.0,0.0,0.5897920604914934
train tissue 4,0.0,49.999999999999986,0.0,0.3773416592328275
train tissue 5,0.0,50.0,0.0,0.4484848484848488
train tissue 6,0.0,49.999999999999986,0.0,0.5258467023172908
train tissue 7,0.0,50.00000000000002,0.0,0.43671875
train tissue 8,0.0,50.00000000000002,0.0,0.615602836879433
train tissue 9,0.0,50.0,0.0,0.6487654320987656
train tissue 10,0.0,50.00000000000002,0.0,0.4373865698729586
train tissue 11,0.0,50.000000000000014,0.0,0.348014888337469
train tissue 12,0.0,50.0,0.0,0.4699999999999999
train tissue 13,0.0,50.0,0.0,0.5052631578947369
train tissue 14,0.0,50.000000000000014,0.0,0.5895140664961639
train tissue 15,0.0,50.0,0.0,0.5743589743589745
train tissue 16,0.0,50.0,0.0,0.4687882496940024
train tissue 17,0.0,50.0,0.0,0.45454545454545464
train tissue 18,0.0,50.0,0.0,0.5831578947368421
train mean,0.0,50.0,0.0,0.5067962363165309
train std,0.0,1.2089121657132305e-14,0.0,0.08450044370174505
test tissue 0,0.0,50.000000000000036,0.0,0.47025641025641063
test tissue 1,0.0,49.99999999999999,0.0,0.5049261083743841
test tissue 2,0.0,49.99999999999999,0.0,0.5365079365079364
test tissue 3,0.0,49.999999999999986,0.0,0.3024193548387097
test tissue 4,0.0,49.999999999999986,0.0,0.4830827067669171
test tissue 5,0.0,50.0,0.0,0.5075
test tissue 6,0.0,49.999999999999964,0.0,0.5053030303030298
test tissue 7,0.0,50.0,0.0,0.48440065681444977
test mean,0.0,49.99999999999999,0.0,0.4742995254827297
test std,0.0,1.879919374704706e-14,0.0,0.06764769006608523
