,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4847,0.0,50.0,0.0,0.495
split 1,0.0,50.0,0.0,0.504,0.0,50.0,0.0,0.4007
split 2,0.0,50.0,0.0,0.4795,0.0,50.0,0.0,0.5202
split 3,0.0,50.0,0.0,0.5324,0.0,50.0,0.0,0.5218
split 4,0.0,50.0,0.0,0.4927,0.0,50.0,0.0,0.5528
split 5,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.4523
mean,0.0,50.0,0.0,0.4988,0.0,50.0,0.0,0.4904
std,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0505
test mean,0.0,50.0,0.0,0.5067962363165309,0.0,49.99999999999999,0.0,0.4742995254827297
test std,0.0,1.2089121657132305e-14,0.0,0.08450044370174505,0.0,1.879919374704706e-14,0.0,0.06764769006608523
