,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.2,51.75,29.01,48.85,45.38,46.6,43.95,50.48,45.38,0.6519,29.11,44.47,25.55,17.32,33.44,34.11,32.93,34.25,35.15,0.5144
split 1,42.21,51.38,33.62,41.64,43.86,45.16,41.4,48.09,45.98,0.6363,29.93,30.04,17.43,42.32,31.3,29.63,31.05,21.16,36.68,0.4995
split 2,44.34,49.97,38.42,44.62,45.05,45.74,42.66,47.92,46.64,0.6483,31.89,31.92,29.71,34.04,32.03,32.42,35.76,31.29,30.21,0.5009
split 3,42.02,48.58,34.79,42.68,42.93,43.49,40.76,43.54,46.17,0.6372,30.47,27.75,29.79,33.87,30.73,30.88,32.27,30.01,30.37,0.4869
split 4,41.21,49.81,29.9,43.91,43.0,44.09,40.64,46.31,45.31,0.6325,38.88,46.64,34.99,35.01,40.67,45.21,35.45,48.1,52.06,0.5417
split 5,42.88,49.05,34.95,44.63,43.8,44.33,41.72,45.38,45.88,0.6394,33.32,44.46,21.27,34.25,35.47,36.82,37.82,41.59,31.04,0.5489999999999999
mean,42.64,50.09,33.45,44.39,44.0,44.9,41.85,46.96,45.89,0.6409,32.27,37.54,26.46,32.8,33.94,34.85,34.21,34.4,35.92,0.5154
std,0.99,1.14,3.19,2.26,0.93,1.05,1.15,2.21,0.46,0.0069,3.26,7.77,5.83,7.53,3.39,5.17,2.32,8.6,7.63,0.0227
test mean,38.0023434806699,45.5270409460859,28.064193512220342,40.41579598370347,41.02706412935293,44.22056251489868,39.537054891570385,49.28480028330381,43.83983236982185,0.633046450224813,30.403063951442242,36.296942499638604,18.393541977991624,36.518707376696504,32.86088661753904,32.36514742897337,33.2526887701393,31.599169010079464,32.24358450670134,0.4845637210651502
test std,6.900260049830753,9.897177687048142,12.129741742661448,9.786116396641397,5.598062001361257,8.740721148081784,8.734206518530112,17.74590197320727,8.405394852044504,0.03962957273622708,3.4985960689329354,9.214998064542572,5.805373393548293,5.000058384186947,3.0725700628380572,3.4832971698772472,6.424167607351789,4.414761587377651,3.6573145798975117,0.041075597151673866
