,F1,Acc,precision,Auc
train tissue 0,0.0,49.99999999999997,0.0,0.6929595827900908
train tissue 1,0.0,49.999999999999986,0.0,0.5472636815920394
train tissue 2,0.0,49.999999999999986,0.0,0.5035612535612535
train tissue 3,0.0,50.000000000000014,0.0,0.5904139433551199
train tissue 4,0.0,50.000000000000036,0.0,0.5393145161290326
train tissue 5,0.0,50.000000000000014,0.0,0.6891891891891893
train tissue 6,0.0,50.0,0.0,0.6649999999999999
train tissue 7,0.0,50.000000000000014,0.0,0.5659301496792588
train tissue 8,0.0,49.99999999999999,0.0,0.6547619047619045
train tissue 9,0.0,50.00000000000002,0.0,0.5740469208211147
train tissue 10,0.0,50.000000000000014,0.0,0.699829931972789
train tissue 11,0.0,50.0,0.0,0.5155172413793103
train tissue 12,0.0,49.999999999999986,0.0,0.6984126984126983
train tissue 13,0.0,50.0,0.0,0.50314465408805
train tissue 14,0.0,50.0,0.0,0.6458333333333333
train tissue 15,0.0,49.99999999999998,0.0,0.5757389162561576
train tissue 16,0.0,50.000000000000014,0.0,0.3480083857442349
train tissue 17,0.0,50.000000000000014,0.0,0.6152927120669061
train tissue 18,0.0,49.999999999999986,0.0,0.5512159174649962
train mean,0.0,50.0,0.0,0.5881807859261832
train std,0.0,1.6300968317080003e-14,0.0,0.08700531101597271
test tissue 0,0.0,50.0,0.0,0.5114942528735629
test tissue 1,0.0,50.0,0.0,0.4417613636363637
test tissue 2,0.0,50.000000000000014,0.0,0.5365853658536583
test tissue 3,0.0,50.00000000000002,0.0,0.48913043478260876
test tissue 4,0.0,49.999999999999986,0.0,0.4976105137395464
test tissue 5,0.0,49.99999999999999,0.0,0.33840749414519905
test tissue 6,0.0,49.999999999999986,0.0,0.5720443349753694
test tissue 7,0.0,50.000000000000014,0.0,0.4606060606060606
test mean,0.0,50.0,0.0,0.4809549775765461
test std,0.0,1.2809491335957507e-14,0.0,0.06608602942418969
